time_of_day,date,heart,step,time,time_count,day_of_week,week,date_time,user_id,mvpa,vpa,met
01:30:00,2016-09-05,58,16,01:30:00,6,0,36,2016-09-05 01:30:00,a001,0,0,0
04:30:00,2016-09-05,51,6,04:30:00,18,0,36,2016-09-05 04:30:00,a001,0,0,0
05:15:00,2016-09-05,54,7,05:15:00,21,0,36,2016-09-05 05:15:00,a001,0,0,0
07:15:00,2016-09-05,54,11,07:15:00,29,0,36,2016-09-05 07:15:00,a001,0,0,0
07:45:00,2016-09-05,61,9,07:45:00,31,0,36,2016-09-05 07:45:00,a001,0,0,0
08:00:00,2016-09-05,85,329,08:00:00,32,0,36,2016-09-05 08:00:00,a001,0,0,0
08:15:00,2016-09-05,84,74,08:15:00,33,0,36,2016-09-05 08:15:00,a001,0,0,0
08:30:00,2016-09-05,97,670,08:30:00,34,0,36,2016-09-05 08:30:00,a001,0,0,0
08:45:00,2016-09-05,92,450,08:45:00,35,0,36,2016-09-05 08:45:00,a001,0,0,0
09:00:00,2016-09-05,86,17,09:00:00,36,0,36,2016-09-05 09:00:00,a001,0,0,0
09:15:00,2016-09-05,104,326,09:15:00,37,0,36,2016-09-05 09:15:00,a001,0,0,0
09:30:00,2016-09-05,91,39,09:30:00,38,0,36,2016-09-05 09:30:00,a001,0,0,0
10:15:00,2016-09-05,88,306,10:15:00,41,0,36,2016-09-05 10:15:00,a001,0,0,0
10:30:00,2016-09-05,85,109,10:30:00,42,0,36,2016-09-05 10:30:00,a001,0,0,0
11:15:00,2016-09-05,77,17,11:15:00,45,0,36,2016-09-05 11:15:00,a001,0,0,0
11:30:00,2016-09-05,83,20,11:30:00,46,0,36,2016-09-05 11:30:00,a001,0,0,0
12:15:00,2016-09-05,67,13,12:15:00,49,0,36,2016-09-05 12:15:00,a001,0,0,0
12:30:00,2016-09-05,82,115,12:30:00,50,0,36,2016-09-05 12:30:00,a001,0,0,0
16:30:00,2016-09-05,80,14,16:30:00,66,0,36,2016-09-05 16:30:00,a001,0,0,0
17:00:00,2016-09-05,70,12,17:00:00,68,0,36,2016-09-05 17:00:00,a001,0,0,0
17:15:00,2016-09-05,88,596,17:15:00,69,0,36,2016-09-05 17:15:00,a001,0,0,0
17:30:00,2016-09-05,81,151,17:30:00,70,0,36,2016-09-05 17:30:00,a001,0,0,0
17:45:00,2016-09-05,81,67,17:45:00,71,0,36,2016-09-05 17:45:00,a001,0,0,0
18:00:00,2016-09-05,78,101,18:00:00,72,0,36,2016-09-05 18:00:00,a001,0,0,0
18:15:00,2016-09-05,84,86,18:15:00,73,0,36,2016-09-05 18:15:00,a001,0,0,0
18:30:00,2016-09-05,87,230,18:30:00,74,0,36,2016-09-05 18:30:00,a001,0,0,0
18:45:00,2016-09-05,140,1237,18:45:00,75,0,36,2016-09-05 18:45:00,a001,1,0,60
19:00:00,2016-09-05,113,498,19:00:00,76,0,36,2016-09-05 19:00:00,a001,0,0,0
19:15:00,2016-09-05,109,221,19:15:00,77,0,36,2016-09-05 19:15:00,a001,0,0,0
19:30:00,2016-09-05,105,236,19:30:00,78,0,36,2016-09-05 19:30:00,a001,0,0,0
19:45:00,2016-09-05,110,267,19:45:00,79,0,36,2016-09-05 19:45:00,a001,0,0,0
20:00:00,2016-09-05,119,411,20:00:00,80,0,36,2016-09-05 20:00:00,a001,0,0,0
20:15:00,2016-09-05,112,368,20:15:00,81,0,36,2016-09-05 20:15:00,a001,0,0,0
20:30:00,2016-09-05,104,236,20:30:00,82,0,36,2016-09-05 20:30:00,a001,0,0,0
20:45:00,2016-09-05,97,56,20:45:00,83,0,36,2016-09-05 20:45:00,a001,0,0,0
21:00:00,2016-09-05,90,62,21:00:00,84,0,36,2016-09-05 21:00:00,a001,0,0,0
21:15:00,2016-09-05,96,298,21:15:00,85,0,36,2016-09-05 21:15:00,a001,0,0,0
21:30:00,2016-09-05,104,1474,21:30:00,86,0,36,2016-09-05 21:30:00,a001,0,0,0
21:45:00,2016-09-05,112,288,21:45:00,87,0,36,2016-09-05 21:45:00,a001,0,0,0
08:30:00,2016-09-06,81,264,08:30:00,34,1,36,2016-09-06 08:30:00,a001,0,0,0
08:45:00,2016-09-06,86,463,08:45:00,35,1,36,2016-09-06 08:45:00,a001,0,0,0
09:00:00,2016-09-06,94,652,09:00:00,36,1,36,2016-09-06 09:00:00,a001,0,0,0
09:30:00,2016-09-06,77,4,09:30:00,38,1,36,2016-09-06 09:30:00,a001,0,0,0
09:45:00,2016-09-06,82,82,09:45:00,39,1,36,2016-09-06 09:45:00,a001,0,0,0
10:15:00,2016-09-06,75,11,10:15:00,41,1,36,2016-09-06 10:15:00,a001,0,0,0
11:00:00,2016-09-06,90,166,11:00:00,44,1,36,2016-09-06 11:00:00,a001,0,0,0
11:15:00,2016-09-06,98,610,11:15:00,45,1,36,2016-09-06 11:15:00,a001,0,0,0
11:30:00,2016-09-06,87,67,11:30:00,46,1,36,2016-09-06 11:30:00,a001,0,0,0
11:45:00,2016-09-06,99,508,11:45:00,47,1,36,2016-09-06 11:45:00,a001,0,0,0
12:00:00,2016-09-06,97,230,12:00:00,48,1,36,2016-09-06 12:00:00,a001,0,0,0
13:00:00,2016-09-06,76,7,13:00:00,52,1,36,2016-09-06 13:00:00,a001,0,0,0
13:15:00,2016-09-06,82,244,13:15:00,53,1,36,2016-09-06 13:15:00,a001,0,0,0
13:30:00,2016-09-06,89,586,13:30:00,54,1,36,2016-09-06 13:30:00,a001,0,0,0
13:45:00,2016-09-06,94,355,13:45:00,55,1,36,2016-09-06 13:45:00,a001,0,0,0
14:00:00,2016-09-06,76,15,14:00:00,56,1,36,2016-09-06 14:00:00,a001,0,0,0
14:15:00,2016-09-06,70,11,14:15:00,57,1,36,2016-09-06 14:15:00,a001,0,0,0
15:00:00,2016-09-06,84,189,15:00:00,60,1,36,2016-09-06 15:00:00,a001,0,0,0
15:15:00,2016-09-06,65,12,15:15:00,61,1,36,2016-09-06 15:15:00,a001,0,0,0
16:00:00,2016-09-06,81,316,16:00:00,64,1,36,2016-09-06 16:00:00,a001,0,0,0
16:30:00,2016-09-06,70,81,16:30:00,66,1,36,2016-09-06 16:30:00,a001,0,0,0
17:00:00,2016-09-06,97,839,17:00:00,68,1,36,2016-09-06 17:00:00,a001,0,0,0
17:15:00,2016-09-06,77,41,17:15:00,69,1,36,2016-09-06 17:15:00,a001,0,0,0
17:30:00,2016-09-06,73,7,17:30:00,70,1,36,2016-09-06 17:30:00,a001,0,0,0
18:30:00,2016-09-06,70,52,18:30:00,74,1,36,2016-09-06 18:30:00,a001,0,0,0
18:45:00,2016-09-06,76,127,18:45:00,75,1,36,2016-09-06 18:45:00,a001,0,0,0
19:30:00,2016-09-06,91,397,19:30:00,78,1,36,2016-09-06 19:30:00,a001,0,0,0
19:45:00,2016-09-06,81,233,19:45:00,79,1,36,2016-09-06 19:45:00,a001,0,0,0
20:15:00,2016-09-06,78,14,20:15:00,81,1,36,2016-09-06 20:15:00,a001,0,0,0
20:45:00,2016-09-06,82,140,20:45:00,83,1,36,2016-09-06 20:45:00,a001,0,0,0
21:00:00,2016-09-06,84,19,21:00:00,84,1,36,2016-09-06 21:00:00,a001,0,0,0
21:45:00,2016-09-06,82,43,21:45:00,87,1,36,2016-09-06 21:45:00,a001,0,0,0
22:00:00,2016-09-06,77,51,22:00:00,88,1,36,2016-09-06 22:00:00,a001,0,0,0
22:30:00,2016-09-06,72,24,22:30:00,90,1,36,2016-09-06 22:30:00,a001,0,0,0
22:45:00,2016-09-06,73,13,22:45:00,91,1,36,2016-09-06 22:45:00,a001,0,0,0
23:45:00,2016-09-06,63,7,23:45:00,95,1,36,2016-09-06 23:45:00,a001,0,0,0
00:00:00,2016-09-07,61,10,00:00:00,0,2,36,2016-09-07 00:00:00,a001,0,0,0
00:15:00,2016-09-07,89,290,00:15:00,1,2,36,2016-09-07 00:15:00,a001,0,0,0
00:30:00,2016-09-07,80,15,00:30:00,2,2,36,2016-09-07 00:30:00,a001,0,0,0
00:45:00,2016-09-07,67,97,00:45:00,3,2,36,2016-09-07 00:45:00,a001,0,0,0
02:00:00,2016-09-07,56,10,02:00:00,8,2,36,2016-09-07 02:00:00,a001,0,0,0
03:15:00,2016-09-07,53,9,03:15:00,13,2,36,2016-09-07 03:15:00,a001,0,0,0
04:15:00,2016-09-07,52,4,04:15:00,17,2,36,2016-09-07 04:15:00,a001,0,0,0
04:30:00,2016-09-07,56,9,04:30:00,18,2,36,2016-09-07 04:30:00,a001,0,0,0
08:00:00,2016-09-07,63,42,08:00:00,32,2,36,2016-09-07 08:00:00,a001,0,0,0
08:15:00,2016-09-07,80,339,08:15:00,33,2,36,2016-09-07 08:15:00,a001,0,0,0
08:30:00,2016-09-07,79,297,08:30:00,34,2,36,2016-09-07 08:30:00,a001,0,0,0
08:45:00,2016-09-07,67,7,08:45:00,35,2,36,2016-09-07 08:45:00,a001,0,0,0
09:15:00,2016-09-07,81,151,09:15:00,37,2,36,2016-09-07 09:15:00,a001,0,0,0
09:30:00,2016-09-07,112,1379,09:30:00,38,2,36,2016-09-07 09:30:00,a001,0,0,0
09:45:00,2016-09-07,90,234,09:45:00,39,2,36,2016-09-07 09:45:00,a001,0,0,0
10:00:00,2016-09-07,88,139,10:00:00,40,2,36,2016-09-07 10:00:00,a001,0,0,0
10:15:00,2016-09-07,81,10,10:15:00,41,2,36,2016-09-07 10:15:00,a001,0,0,0
10:30:00,2016-09-07,74,20,10:30:00,42,2,36,2016-09-07 10:30:00,a001,0,0,0
11:00:00,2016-09-07,73,15,11:00:00,44,2,36,2016-09-07 11:00:00,a001,0,0,0
11:15:00,2016-09-07,71,38,11:15:00,45,2,36,2016-09-07 11:15:00,a001,0,0,0
11:30:00,2016-09-07,99,1095,11:30:00,46,2,36,2016-09-07 11:30:00,a001,0,0,0
11:45:00,2016-09-07,70,8,11:45:00,47,2,36,2016-09-07 11:45:00,a001,0,0,0
12:15:00,2016-09-07,70,137,12:15:00,49,2,36,2016-09-07 12:15:00,a001,0,0,0
12:45:00,2016-09-07,67,30,12:45:00,51,2,36,2016-09-07 12:45:00,a001,0,0,0
13:00:00,2016-09-07,71,132,13:00:00,52,2,36,2016-09-07 13:00:00,a001,0,0,0
13:15:00,2016-09-07,76,343,13:15:00,53,2,36,2016-09-07 13:15:00,a001,0,0,0
13:30:00,2016-09-07,80,6,13:30:00,54,2,36,2016-09-07 13:30:00,a001,0,0,0
13:45:00,2016-09-07,93,584,13:45:00,55,2,36,2016-09-07 13:45:00,a001,0,0,0
14:00:00,2016-09-07,84,362,14:00:00,56,2,36,2016-09-07 14:00:00,a001,0,0,0
14:15:00,2016-09-07,75,15,14:15:00,57,2,36,2016-09-07 14:15:00,a001,0,0,0
14:30:00,2016-09-07,75,39,14:30:00,58,2,36,2016-09-07 14:30:00,a001,0,0,0
15:00:00,2016-09-07,76,20,15:00:00,60,2,36,2016-09-07 15:00:00,a001,0,0,0
15:15:00,2016-09-07,73,12,15:15:00,61,2,36,2016-09-07 15:15:00,a001,0,0,0
15:30:00,2016-09-07,89,260,15:30:00,62,2,36,2016-09-07 15:30:00,a001,0,0,0
15:45:00,2016-09-07,79,198,15:45:00,63,2,36,2016-09-07 15:45:00,a001,0,0,0
16:00:00,2016-09-07,71,37,16:00:00,64,2,36,2016-09-07 16:00:00,a001,0,0,0
16:15:00,2016-09-07,69,7,16:15:00,65,2,36,2016-09-07 16:15:00,a001,0,0,0
16:30:00,2016-09-07,97,887,16:30:00,66,2,36,2016-09-07 16:30:00,a001,0,0,0
16:45:00,2016-09-07,94,657,16:45:00,67,2,36,2016-09-07 16:45:00,a001,0,0,0
17:30:00,2016-09-07,59,7,17:30:00,70,2,36,2016-09-07 17:30:00,a001,0,0,0
18:15:00,2016-09-07,81,222,18:15:00,73,2,36,2016-09-07 18:15:00,a001,0,0,0
18:30:00,2016-09-07,93,493,18:30:00,74,2,36,2016-09-07 18:30:00,a001,0,0,0
18:45:00,2016-09-07,94,503,18:45:00,75,2,36,2016-09-07 18:45:00,a001,0,0,0
19:00:00,2016-09-07,93,62,19:00:00,76,2,36,2016-09-07 19:00:00,a001,0,0,0
19:30:00,2016-09-07,80,5,19:30:00,78,2,36,2016-09-07 19:30:00,a001,0,0,0
20:30:00,2016-09-07,83,106,20:30:00,82,2,36,2016-09-07 20:30:00,a001,0,0,0
20:45:00,2016-09-07,87,115,20:45:00,83,2,36,2016-09-07 20:45:00,a001,0,0,0
21:00:00,2016-09-07,81,195,21:00:00,84,2,36,2016-09-07 21:00:00,a001,0,0,0
21:15:00,2016-09-07,74,113,21:15:00,85,2,36,2016-09-07 21:15:00,a001,0,0,0
21:30:00,2016-09-07,86,317,21:30:00,86,2,36,2016-09-07 21:30:00,a001,0,0,0
22:15:00,2016-09-07,75,331,22:15:00,89,2,36,2016-09-07 22:15:00,a001,0,0,0
00:15:00,2016-09-08,78,8,00:15:00,1,3,36,2016-09-08 00:15:00,a001,0,0,0
00:30:00,2016-09-08,76,64,00:30:00,2,3,36,2016-09-08 00:30:00,a001,0,0,0
00:45:00,2016-09-08,68,8,00:45:00,3,3,36,2016-09-08 00:45:00,a001,0,0,0
01:00:00,2016-09-08,67,5,01:00:00,4,3,36,2016-09-08 01:00:00,a001,0,0,0
05:30:00,2016-09-08,54,10,05:30:00,22,3,36,2016-09-08 05:30:00,a001,0,0,0
06:15:00,2016-09-08,54,10,06:15:00,25,3,36,2016-09-08 06:15:00,a001,0,0,0
09:00:00,2016-09-08,83,76,09:00:00,36,3,36,2016-09-08 09:00:00,a001,0,0,0
09:15:00,2016-09-08,89,343,09:15:00,37,3,36,2016-09-08 09:15:00,a001,0,0,0
09:30:00,2016-09-08,92,140,09:30:00,38,3,36,2016-09-08 09:30:00,a001,0,0,0
09:45:00,2016-09-08,81,8,09:45:00,39,3,36,2016-09-08 09:45:00,a001,0,0,0
10:00:00,2016-09-08,74,11,10:00:00,40,3,36,2016-09-08 10:00:00,a001,0,0,0
11:00:00,2016-09-08,74,10,11:00:00,44,3,36,2016-09-08 11:00:00,a001,0,0,0
11:15:00,2016-09-08,90,233,11:15:00,45,3,36,2016-09-08 11:15:00,a001,0,0,0
11:30:00,2016-09-08,97,340,11:30:00,46,3,36,2016-09-08 11:30:00,a001,0,0,0
12:00:00,2016-09-08,107,190,12:00:00,48,3,36,2016-09-08 12:00:00,a001,0,0,0
12:15:00,2016-09-08,95,75,12:15:00,49,3,36,2016-09-08 12:15:00,a001,0,0,0
12:30:00,2016-09-08,80,9,12:30:00,50,3,36,2016-09-08 12:30:00,a001,0,0,0
12:45:00,2016-09-08,86,164,12:45:00,51,3,36,2016-09-08 12:45:00,a001,0,0,0
13:15:00,2016-09-08,87,42,13:15:00,53,3,36,2016-09-08 13:15:00,a001,0,0,0
13:30:00,2016-09-08,90,131,13:30:00,54,3,36,2016-09-08 13:30:00,a001,0,0,0
13:45:00,2016-09-08,103,877,13:45:00,55,3,36,2016-09-08 13:45:00,a001,0,0,0
14:00:00,2016-09-08,90,59,14:00:00,56,3,36,2016-09-08 14:00:00,a001,0,0,0
14:30:00,2016-09-08,79,62,14:30:00,58,3,36,2016-09-08 14:30:00,a001,0,0,0
14:45:00,2016-09-08,91,370,14:45:00,59,3,36,2016-09-08 14:45:00,a001,0,0,0
15:00:00,2016-09-08,91,404,15:00:00,60,3,36,2016-09-08 15:00:00,a001,0,0,0
15:15:00,2016-09-08,105,852,15:15:00,61,3,36,2016-09-08 15:15:00,a001,0,0,0
15:30:00,2016-09-08,99,209,15:30:00,62,3,36,2016-09-08 15:30:00,a001,0,0,0
15:45:00,2016-09-08,107,1068,15:45:00,63,3,36,2016-09-08 15:45:00,a001,0,0,0
16:00:00,2016-09-08,90,286,16:00:00,64,3,36,2016-09-08 16:00:00,a001,0,0,0
16:15:00,2016-09-08,75,6,16:15:00,65,3,36,2016-09-08 16:15:00,a001,0,0,0
17:45:00,2016-09-08,75,31,17:45:00,71,3,36,2016-09-08 17:45:00,a001,0,0,0
18:00:00,2016-09-08,107,512,18:00:00,72,3,36,2016-09-08 18:00:00,a001,0,0,0
18:15:00,2016-09-08,80,29,18:15:00,73,3,36,2016-09-08 18:15:00,a001,0,0,0
18:45:00,2016-09-08,87,46,18:45:00,75,3,36,2016-09-08 18:45:00,a001,0,0,0
20:45:00,2016-09-08,79,6,20:45:00,83,3,36,2016-09-08 20:45:00,a001,0,0,0
21:30:00,2016-09-08,75,78,21:30:00,86,3,36,2016-09-08 21:30:00,a001,0,0,0
00:15:00,2016-09-09,75,146,00:15:00,1,4,36,2016-09-09 00:15:00,a001,0,0,0
00:30:00,2016-09-09,66,9,00:30:00,2,4,36,2016-09-09 00:30:00,a001,0,0,0
00:45:00,2016-09-09,60,32,00:45:00,3,4,36,2016-09-09 00:45:00,a001,0,0,0
09:00:00,2016-09-09,77,77,09:00:00,36,4,36,2016-09-09 09:00:00,a001,0,0,0
09:15:00,2016-09-09,105,424,09:15:00,37,4,36,2016-09-09 09:15:00,a001,0,0,0
09:30:00,2016-09-09,98,213,09:30:00,38,4,36,2016-09-09 09:30:00,a001,0,0,0
09:45:00,2016-09-09,87,383,09:45:00,39,4,36,2016-09-09 09:45:00,a001,0,0,0
10:00:00,2016-09-09,97,354,10:00:00,40,4,36,2016-09-09 10:00:00,a001,0,0,0
10:15:00,2016-09-09,89,140,10:15:00,41,4,36,2016-09-09 10:15:00,a001,0,0,0
12:00:00,2016-09-09,70,8,12:00:00,48,4,36,2016-09-09 12:00:00,a001,0,0,0
12:15:00,2016-09-09,91,229,12:15:00,49,4,36,2016-09-09 12:15:00,a001,0,0,0
12:30:00,2016-09-09,72,8,12:30:00,50,4,36,2016-09-09 12:30:00,a001,0,0,0
12:45:00,2016-09-09,67,4,12:45:00,51,4,36,2016-09-09 12:45:00,a001,0,0,0
13:15:00,2016-09-09,73,9,13:15:00,53,4,36,2016-09-09 13:15:00,a001,0,0,0
13:30:00,2016-09-09,90,638,13:30:00,54,4,36,2016-09-09 13:30:00,a001,0,0,0
13:45:00,2016-09-09,87,102,13:45:00,55,4,36,2016-09-09 13:45:00,a001,0,0,0
14:00:00,2016-09-09,78,69,14:00:00,56,4,36,2016-09-09 14:00:00,a001,0,0,0
14:15:00,2016-09-09,82,10,14:15:00,57,4,36,2016-09-09 14:15:00,a001,0,0,0
14:30:00,2016-09-09,112,453,14:30:00,58,4,36,2016-09-09 14:30:00,a001,0,0,0
14:45:00,2016-09-09,95,798,14:45:00,59,4,36,2016-09-09 14:45:00,a001,0,0,0
15:15:00,2016-09-09,101,37,15:15:00,61,4,36,2016-09-09 15:15:00,a001,0,0,0
15:30:00,2016-09-09,82,5,15:30:00,62,4,36,2016-09-09 15:30:00,a001,0,0,0
15:45:00,2016-09-09,96,683,15:45:00,63,4,36,2016-09-09 15:45:00,a001,0,0,0
16:00:00,2016-09-09,89,497,16:00:00,64,4,36,2016-09-09 16:00:00,a001,0,0,0
16:30:00,2016-09-09,73,54,16:30:00,66,4,36,2016-09-09 16:30:00,a001,0,0,0
17:00:00,2016-09-09,81,39,17:00:00,68,4,36,2016-09-09 17:00:00,a001,0,0,0
17:15:00,2016-09-09,84,175,17:15:00,69,4,36,2016-09-09 17:15:00,a001,0,0,0
17:30:00,2016-09-09,84,110,17:30:00,70,4,36,2016-09-09 17:30:00,a001,0,0,0
18:30:00,2016-09-09,111,28,18:30:00,74,4,36,2016-09-09 18:30:00,a001,0,0,0
18:45:00,2016-09-09,113,1525,18:45:00,75,4,36,2016-09-09 18:45:00,a001,0,0,0
19:00:00,2016-09-09,115,332,19:00:00,76,4,36,2016-09-09 19:00:00,a001,0,0,0
19:15:00,2016-09-09,104,357,19:15:00,77,4,36,2016-09-09 19:15:00,a001,0,0,0
19:30:00,2016-09-09,108,493,19:30:00,78,4,36,2016-09-09 19:30:00,a001,0,0,0
19:45:00,2016-09-09,96,224,19:45:00,79,4,36,2016-09-09 19:45:00,a001,0,0,0
20:00:00,2016-09-09,80,170,20:00:00,80,4,36,2016-09-09 20:00:00,a001,0,0,0
20:15:00,2016-09-09,107,471,20:15:00,81,4,36,2016-09-09 20:15:00,a001,0,0,0
20:30:00,2016-09-09,93,140,20:30:00,82,4,36,2016-09-09 20:30:00,a001,0,0,0
20:45:00,2016-09-09,116,326,20:45:00,83,4,36,2016-09-09 20:45:00,a001,0,0,0
21:00:00,2016-09-09,111,119,21:00:00,84,4,36,2016-09-09 21:00:00,a001,0,0,0
21:15:00,2016-09-09,110,479,21:15:00,85,4,36,2016-09-09 21:15:00,a001,0,0,0
21:30:00,2016-09-09,105,355,21:30:00,86,4,36,2016-09-09 21:30:00,a001,0,0,0
22:00:00,2016-09-09,105,946,22:00:00,88,4,36,2016-09-09 22:00:00,a001,0,0,0
22:15:00,2016-09-09,96,62,22:15:00,89,4,36,2016-09-09 22:15:00,a001,0,0,0
22:30:00,2016-09-09,96,473,22:30:00,90,4,36,2016-09-09 22:30:00,a001,0,0,0
22:45:00,2016-09-09,102,824,22:45:00,91,4,36,2016-09-09 22:45:00,a001,0,0,0
23:00:00,2016-09-09,91,251,23:00:00,92,4,36,2016-09-09 23:00:00,a001,0,0,0
23:15:00,2016-09-09,82,133,23:15:00,93,4,36,2016-09-09 23:15:00,a001,0,0,0
23:30:00,2016-09-09,94,1117,23:30:00,94,4,36,2016-09-09 23:30:00,a001,0,0,0
23:45:00,2016-09-09,95,341,23:45:00,95,4,36,2016-09-09 23:45:00,a001,0,0,0
00:00:00,2016-09-10,80,133,00:00:00,0,5,36,2016-09-10 00:00:00,a001,0,0,0
01:30:00,2016-09-10,70,75,01:30:00,6,5,36,2016-09-10 01:30:00,a001,0,0,0
01:45:00,2016-09-10,63,18,01:45:00,7,5,36,2016-09-10 01:45:00,a001,0,0,0
04:15:00,2016-09-10,61,16,04:15:00,17,5,36,2016-09-10 04:15:00,a001,0,0,0
07:45:00,2016-09-10,57,29,07:45:00,31,5,36,2016-09-10 07:45:00,a001,0,0,0
10:00:00,2016-09-10,60,7,10:00:00,40,5,36,2016-09-10 10:00:00,a001,0,0,0
10:30:00,2016-09-10,65,81,10:30:00,42,5,36,2016-09-10 10:30:00,a001,0,0,0
10:45:00,2016-09-10,83,283,10:45:00,43,5,36,2016-09-10 10:45:00,a001,0,0,0
11:00:00,2016-09-10,76,4,11:00:00,44,5,36,2016-09-10 11:00:00,a001,0,0,0
11:15:00,2016-09-10,92,343,11:15:00,45,5,36,2016-09-10 11:15:00,a001,0,0,0
11:30:00,2016-09-10,88,207,11:30:00,46,5,36,2016-09-10 11:30:00,a001,0,0,0
12:00:00,2016-09-10,80,18,12:00:00,48,5,36,2016-09-10 12:00:00,a001,0,0,0
12:15:00,2016-09-10,73,6,12:15:00,49,5,36,2016-09-10 12:15:00,a001,0,0,0
12:45:00,2016-09-10,73,24,12:45:00,51,5,36,2016-09-10 12:45:00,a001,0,0,0
13:00:00,2016-09-10,96,470,13:00:00,52,5,36,2016-09-10 13:00:00,a001,0,0,0
13:45:00,2016-09-10,88,208,13:45:00,55,5,36,2016-09-10 13:45:00,a001,0,0,0
14:00:00,2016-09-10,91,275,14:00:00,56,5,36,2016-09-10 14:00:00,a001,0,0,0
14:45:00,2016-09-10,70,47,14:45:00,59,5,36,2016-09-10 14:45:00,a001,0,0,0
15:00:00,2016-09-10,80,221,15:00:00,60,5,36,2016-09-10 15:00:00,a001,0,0,0
15:45:00,2016-09-10,73,4,15:45:00,63,5,36,2016-09-10 15:45:00,a001,0,0,0
16:15:00,2016-09-10,71,34,16:15:00,65,5,36,2016-09-10 16:15:00,a001,0,0,0
16:30:00,2016-09-10,74,31,16:30:00,66,5,36,2016-09-10 16:30:00,a001,0,0,0
16:45:00,2016-09-10,66,20,16:45:00,67,5,36,2016-09-10 16:45:00,a001,0,0,0
17:00:00,2016-09-10,70,23,17:00:00,68,5,36,2016-09-10 17:00:00,a001,0,0,0
17:15:00,2016-09-10,76,33,17:15:00,69,5,36,2016-09-10 17:15:00,a001,0,0,0
18:15:00,2016-09-10,65,9,18:15:00,73,5,36,2016-09-10 18:15:00,a001,0,0,0
19:15:00,2016-09-10,94,346,19:15:00,77,5,36,2016-09-10 19:15:00,a001,0,0,0
19:30:00,2016-09-10,139,2006,19:30:00,78,5,36,2016-09-10 19:30:00,a001,1,0,60
19:45:00,2016-09-10,145,2099,19:45:00,79,5,36,2016-09-10 19:45:00,a001,1,0,60
20:00:00,2016-09-10,133,1317,20:00:00,80,5,36,2016-09-10 20:00:00,a001,1,0,60
21:45:00,2016-09-10,97,29,21:45:00,87,5,36,2016-09-10 21:45:00,a001,0,0,0
22:30:00,2016-09-10,88,224,22:30:00,90,5,36,2016-09-10 22:30:00,a001,0,0,0
22:45:00,2016-09-10,104,166,22:45:00,91,5,36,2016-09-10 22:45:00,a001,0,0,0
23:00:00,2016-09-10,109,917,23:00:00,92,5,36,2016-09-10 23:00:00,a001,0,0,0
23:15:00,2016-09-10,106,878,23:15:00,93,5,36,2016-09-10 23:15:00,a001,0,0,0
00:15:00,2016-09-11,73,4,00:15:00,1,6,36,2016-09-11 00:15:00,a001,0,0,0
00:30:00,2016-09-11,95,292,00:30:00,2,6,36,2016-09-11 00:30:00,a001,0,0,0
00:45:00,2016-09-11,84,60,00:45:00,3,6,36,2016-09-11 00:45:00,a001,0,0,0
01:00:00,2016-09-11,69,11,01:00:00,4,6,36,2016-09-11 01:00:00,a001,0,0,0
01:30:00,2016-09-11,73,9,01:30:00,6,6,36,2016-09-11 01:30:00,a001,0,0,0
01:45:00,2016-09-11,75,23,01:45:00,7,6,36,2016-09-11 01:45:00,a001,0,0,0
04:15:00,2016-09-11,57,11,04:15:00,17,6,36,2016-09-11 04:15:00,a001,0,0,0
07:15:00,2016-09-11,57,29,07:15:00,29,6,36,2016-09-11 07:15:00,a001,0,0,0
09:15:00,2016-09-11,68,35,09:15:00,37,6,36,2016-09-11 09:15:00,a001,0,0,0
09:30:00,2016-09-11,85,310,09:30:00,38,6,36,2016-09-11 09:30:00,a001,0,0,0
09:45:00,2016-09-11,78,45,09:45:00,39,6,36,2016-09-11 09:45:00,a001,0,0,0
10:00:00,2016-09-11,76,51,10:00:00,40,6,36,2016-09-11 10:00:00,a001,0,0,0
10:15:00,2016-09-11,81,64,10:15:00,41,6,36,2016-09-11 10:15:00,a001,0,0,0
12:15:00,2016-09-11,67,14,12:15:00,49,6,36,2016-09-11 12:15:00,a001,0,0,0
12:30:00,2016-09-11,70,10,12:30:00,50,6,36,2016-09-11 12:30:00,a001,0,0,0
12:45:00,2016-09-11,69,10,12:45:00,51,6,36,2016-09-11 12:45:00,a001,0,0,0
13:15:00,2016-09-11,75,14,13:15:00,53,6,36,2016-09-11 13:15:00,a001,0,0,0
15:45:00,2016-09-11,71,5,15:45:00,63,6,36,2016-09-11 15:45:00,a001,0,0,0
16:15:00,2016-09-11,85,285,16:15:00,65,6,36,2016-09-11 16:15:00,a001,0,0,0
16:30:00,2016-09-11,104,634,16:30:00,66,6,36,2016-09-11 16:30:00,a001,0,0,0
16:45:00,2016-09-11,98,9,16:45:00,67,6,36,2016-09-11 16:45:00,a001,0,0,0
17:00:00,2016-09-11,87,30,17:00:00,68,6,36,2016-09-11 17:00:00,a001,0,0,0
17:15:00,2016-09-11,92,181,17:15:00,69,6,36,2016-09-11 17:15:00,a001,0,0,0
17:30:00,2016-09-11,103,399,17:30:00,70,6,36,2016-09-11 17:30:00,a001,0,0,0
17:45:00,2016-09-11,94,243,17:45:00,71,6,36,2016-09-11 17:45:00,a001,0,0,0
18:00:00,2016-09-11,90,35,18:00:00,72,6,36,2016-09-11 18:00:00,a001,0,0,0
18:15:00,2016-09-11,85,31,18:15:00,73,6,36,2016-09-11 18:15:00,a001,0,0,0
