,time_of_day,date,heart,step,time,time_count,day_of_week,week,date_time,user_id,sed_check,sed_prolong_start_time,sed_prolong
1744,04:00:00,2016-09-16,55,0,04:00:00,16,4,37,2016-09-16 04:00:00,a001,False,0,0
1745,04:15:00,2016-09-16,54,0,04:15:00,17,4,37,2016-09-16 04:15:00,a001,False,0,0
1746,04:30:00,2016-09-16,59,0,04:30:00,18,4,37,2016-09-16 04:30:00,a001,False,0,0
1747,04:45:00,2016-09-16,59,0,04:45:00,19,4,37,2016-09-16 04:45:00,a001,False,0,0
1748,05:00:00,2016-09-16,55,0,05:00:00,20,4,37,2016-09-16 05:00:00,a001,False,0,0
1749,05:15:00,2016-09-16,55,0,05:15:00,21,4,37,2016-09-16 05:15:00,a001,False,0,0
1750,05:30:00,2016-09-16,54,0,05:30:00,22,4,37,2016-09-16 05:30:00,a001,False,0,0
1751,05:45:00,2016-09-16,56,0,05:45:00,23,4,37,2016-09-16 05:45:00,a001,False,0,0
1752,06:00:00,2016-09-16,56,10,06:00:00,24,4,37,2016-09-16 06:00:00,a001,False,0,0
1753,06:15:00,2016-09-16,54,0,06:15:00,25,4,37,2016-09-16 06:15:00,a001,False,0,0
1754,06:30:00,2016-09-16,59,0,06:30:00,26,4,37,2016-09-16 06:30:00,a001,False,0,0
1755,06:45:00,2016-09-16,61,0,06:45:00,27,4,37,2016-09-16 06:45:00,a001,False,0,0
1756,07:00:00,2016-09-16,59,0,07:00:00,28,4,37,2016-09-16 07:00:00,a001,False,0,0
1757,07:15:00,2016-09-16,56,0,07:15:00,29,4,37,2016-09-16 07:15:00,a001,False,0,0
1758,07:30:00,2016-09-16,56,0,07:30:00,30,4,37,2016-09-16 07:30:00,a001,False,0,0
1759,07:45:00,2016-09-16,57,0,07:45:00,31,4,37,2016-09-16 07:45:00,a001,False,0,0
1760,08:00:00,2016-09-16,62,0,08:00:00,32,4,37,2016-09-16 08:00:00,a001,False,0,0
1761,08:15:00,2016-09-16,60,0,08:15:00,33,4,37,2016-09-16 08:15:00,a001,False,0,0
1762,08:30:00,2016-09-16,64,0,08:30:00,34,4,37,2016-09-16 08:30:00,a001,False,0,0
1763,08:45:00,2016-09-16,62,0,08:45:00,35,4,37,2016-09-16 08:45:00,a001,False,0,0
1764,09:00:00,2016-09-16,67,16,09:00:00,36,4,37,2016-09-16 09:00:00,a001,False,0,0
1765,09:15:00,2016-09-16,84,354,09:15:00,37,4,37,2016-09-16 09:15:00,a001,False,0,0
1766,09:30:00,2016-09-16,97,512,09:30:00,38,4,37,2016-09-16 09:30:00,a001,False,0,0
1767,09:45:00,2016-09-16,105,772,09:45:00,39,4,37,2016-09-16 09:45:00,a001,False,0,0
1768,10:00:00,2016-09-16,84,0,10:00:00,40,4,37,2016-09-16 10:00:00,a001,True,0,0
1769,10:15:00,2016-09-16,81,92,10:15:00,41,4,37,2016-09-16 10:15:00,a001,False,0,0
1770,10:30:00,2016-09-16,91,419,10:30:00,42,4,37,2016-09-16 10:30:00,a001,False,0,0
1771,10:45:00,2016-09-16,80,0,10:45:00,43,4,37,2016-09-16 10:45:00,a001,True,1,0
1772,11:00:00,2016-09-16,81,0,11:00:00,44,4,37,2016-09-16 11:00:00,a001,True,0,0
1773,11:15:00,2016-09-16,81,14,11:15:00,45,4,37,2016-09-16 11:15:00,a001,False,0,0
1774,11:30:00,2016-09-16,94,414,11:30:00,46,4,37,2016-09-16 11:30:00,a001,False,0,0
1775,11:45:00,2016-09-16,94,210,11:45:00,47,4,37,2016-09-16 11:45:00,a001,False,0,0
1776,12:00:00,2016-09-16,84,188,12:00:00,48,4,37,2016-09-16 12:00:00,a001,False,0,0
1777,12:15:00,2016-09-16,80,7,12:15:00,49,4,37,2016-09-16 12:15:00,a001,False,0,0
1778,12:30:00,2016-09-16,77,0,12:30:00,50,4,37,2016-09-16 12:30:00,a001,True,0,0
1779,12:45:00,2016-09-16,86,297,12:45:00,51,4,37,2016-09-16 12:45:00,a001,False,0,0
1780,13:00:00,2016-09-16,92,326,13:00:00,52,4,37,2016-09-16 13:00:00,a001,False,0,0
1781,13:15:00,2016-09-16,91,11,13:15:00,53,4,37,2016-09-16 13:15:00,a001,False,0,0
1782,13:30:00,2016-09-16,81,0,13:30:00,54,4,37,2016-09-16 13:30:00,a001,True,6,1
1783,13:45:00,2016-09-16,75,0,13:45:00,55,4,37,2016-09-16 13:45:00,a001,True,0,1
1784,14:00:00,2016-09-16,73,0,14:00:00,56,4,37,2016-09-16 14:00:00,a001,True,0,1
1785,14:15:00,2016-09-16,83,0,14:15:00,57,4,37,2016-09-16 14:15:00,a001,True,0,1
1786,14:30:00,2016-09-16,76,0,14:30:00,58,4,37,2016-09-16 14:30:00,a001,True,0,1
1787,14:45:00,2016-09-16,73,0,14:45:00,59,4,37,2016-09-16 14:45:00,a001,True,0,1
1788,15:00:00,2016-09-16,75,0,15:00:00,60,4,37,2016-09-16 15:00:00,a001,True,0,1
1789,15:15:00,2016-09-16,77,7,15:15:00,61,4,37,2016-09-16 15:15:00,a001,False,0,0
1790,15:30:00,2016-09-16,79,134,15:30:00,62,4,37,2016-09-16 15:30:00,a001,False,0,0
1791,15:45:00,2016-09-16,73,4,15:45:00,63,4,37,2016-09-16 15:45:00,a001,False,0,0
1792,16:00:00,2016-09-16,77,0,16:00:00,64,4,37,2016-09-16 16:00:00,a001,True,1,0
1793,16:15:00,2016-09-16,73,0,16:15:00,65,4,37,2016-09-16 16:15:00,a001,True,0,0
1794,16:30:00,2016-09-16,70,12,16:30:00,66,4,37,2016-09-16 16:30:00,a001,False,0,0
1795,16:45:00,2016-09-16,74,67,16:45:00,67,4,37,2016-09-16 16:45:00,a001,False,0,0
1796,17:00:00,2016-09-16,68,0,17:00:00,68,4,37,2016-09-16 17:00:00,a001,True,0,0
1797,17:15:00,2016-09-16,72,11,17:15:00,69,4,37,2016-09-16 17:15:00,a001,False,0,0
1798,17:30:00,2016-09-16,81,370,17:30:00,70,4,37,2016-09-16 17:30:00,a001,False,0,0
1799,17:45:00,2016-09-16,96,386,17:45:00,71,4,37,2016-09-16 17:45:00,a001,False,0,0
1800,18:00:00,2016-09-16,85,0,18:00:00,72,4,37,2016-09-16 18:00:00,a001,True,0,0
1801,18:15:00,2016-09-16,95,316,18:15:00,73,4,37,2016-09-16 18:15:00,a001,False,0,0
1802,18:30:00,2016-09-16,101,175,18:30:00,74,4,37,2016-09-16 18:30:00,a001,False,0,0
1803,18:45:00,2016-09-16,118,1619,18:45:00,75,4,37,2016-09-16 18:45:00,a001,False,0,0
1804,19:00:00,2016-09-16,115,309,19:00:00,76,4,37,2016-09-16 19:00:00,a001,False,0,0
1805,19:15:00,2016-09-16,106,331,19:15:00,77,4,37,2016-09-16 19:15:00,a001,False,0,0
1806,19:30:00,2016-09-16,117,448,19:30:00,78,4,37,2016-09-16 19:30:00,a001,False,0,0
1807,19:45:00,2016-09-16,115,183,19:45:00,79,4,37,2016-09-16 19:45:00,a001,False,0,0
1808,20:00:00,2016-09-16,111,150,20:00:00,80,4,37,2016-09-16 20:00:00,a001,False,0,0
1809,20:15:00,2016-09-16,93,208,20:15:00,81,4,37,2016-09-16 20:15:00,a001,False,0,0
1810,20:30:00,2016-09-16,107,396,20:30:00,82,4,37,2016-09-16 20:30:00,a001,False,0,0
1811,20:45:00,2016-09-16,112,264,20:45:00,83,4,37,2016-09-16 20:45:00,a001,False,0,0
1812,21:00:00,2016-09-16,110,320,21:00:00,84,4,37,2016-09-16 21:00:00,a001,False,0,0
1813,21:15:00,2016-09-16,107,309,21:15:00,85,4,37,2016-09-16 21:15:00,a001,False,0,0
1814,21:30:00,2016-09-16,103,1325,21:30:00,86,4,37,2016-09-16 21:30:00,a001,False,0,0
1815,21:45:00,2016-09-16,115,529,21:45:00,87,4,37,2016-09-16 21:45:00,a001,False,0,0
1816,22:00:00,2016-09-16,0,0,22:00:00,88,4,37,2016-09-16 22:00:00,a001,False,0,0
1817,22:15:00,2016-09-16,0,0,22:15:00,89,4,37,2016-09-16 22:15:00,a001,False,0,0
1818,22:30:00,2016-09-16,0,0,22:30:00,90,4,37,2016-09-16 22:30:00,a001,False,0,0
1819,22:45:00,2016-09-16,0,0,22:45:00,91,4,37,2016-09-16 22:45:00,a001,False,0,0
1820,23:00:00,2016-09-16,0,0,23:00:00,92,4,37,2016-09-16 23:00:00,a001,False,0,0
1821,23:15:00,2016-09-16,0,0,23:15:00,93,4,37,2016-09-16 23:15:00,a001,False,0,0
1822,23:30:00,2016-09-16,66,0,23:30:00,94,4,37,2016-09-16 23:30:00,a001,False,0,0
1823,23:45:00,2016-09-16,0,0,23:45:00,95,4,37,2016-09-16 23:45:00,a001,False,0,0
1824,00:00:00,2016-09-17,0,0,00:00:00,0,5,37,2016-09-17 00:00:00,a001,False,0,0
1825,00:15:00,2016-09-17,92,5,00:15:00,1,5,37,2016-09-17 00:15:00,a001,False,0,0
1826,00:30:00,2016-09-17,95,141,00:30:00,2,5,37,2016-09-17 00:30:00,a001,False,0,0
1827,00:45:00,2016-09-17,98,552,00:45:00,3,5,37,2016-09-17 00:45:00,a001,False,0,0
1828,01:00:00,2016-09-17,91,313,01:00:00,4,5,37,2016-09-17 01:00:00,a001,False,0,0
1829,01:15:00,2016-09-17,73,38,01:15:00,5,5,37,2016-09-17 01:15:00,a001,False,0,0
1830,01:30:00,2016-09-17,65,0,01:30:00,6,5,37,2016-09-17 01:30:00,a001,False,0,0
1831,01:45:00,2016-09-17,67,42,01:45:00,7,5,37,2016-09-17 01:45:00,a001,False,0,0
1832,02:00:00,2016-09-17,76,25,02:00:00,8,5,37,2016-09-17 02:00:00,a001,False,0,0
1833,02:15:00,2016-09-17,62,0,02:15:00,9,5,37,2016-09-17 02:15:00,a001,False,0,0
1834,02:30:00,2016-09-17,56,0,02:30:00,10,5,37,2016-09-17 02:30:00,a001,False,0,0
1835,02:45:00,2016-09-17,55,0,02:45:00,11,5,37,2016-09-17 02:45:00,a001,False,0,0
1836,03:00:00,2016-09-17,56,0,03:00:00,12,5,37,2016-09-17 03:00:00,a001,False,0,0
1837,03:15:00,2016-09-17,61,0,03:15:00,13,5,37,2016-09-17 03:15:00,a001,False,0,0
1838,03:30:00,2016-09-17,62,0,03:30:00,14,5,37,2016-09-17 03:30:00,a001,False,0,0
1839,03:45:00,2016-09-17,59,0,03:45:00,15,5,37,2016-09-17 03:45:00,a001,False,0,0
1840,04:00:00,2016-09-17,59,0,04:00:00,16,5,37,2016-09-17 04:00:00,a001,False,0,0
1841,04:15:00,2016-09-17,58,0,04:15:00,17,5,37,2016-09-17 04:15:00,a001,False,0,0
1842,04:30:00,2016-09-17,58,0,04:30:00,18,5,37,2016-09-17 04:30:00,a001,False,0,0
1843,04:45:00,2016-09-17,62,0,04:45:00,19,5,37,2016-09-17 04:45:00,a001,False,0,0
1844,05:00:00,2016-09-17,64,0,05:00:00,20,5,37,2016-09-17 05:00:00,a001,False,0,0
1845,05:15:00,2016-09-17,58,0,05:15:00,21,5,37,2016-09-17 05:15:00,a001,False,0,0
1846,05:30:00,2016-09-17,59,0,05:30:00,22,5,37,2016-09-17 05:30:00,a001,False,0,0
1847,05:45:00,2016-09-17,57,0,05:45:00,23,5,37,2016-09-17 05:45:00,a001,False,0,0
1848,06:00:00,2016-09-17,55,0,06:00:00,24,5,37,2016-09-17 06:00:00,a001,False,0,0
1849,06:15:00,2016-09-17,58,0,06:15:00,25,5,37,2016-09-17 06:15:00,a001,False,0,0
1850,06:30:00,2016-09-17,56,0,06:30:00,26,5,37,2016-09-17 06:30:00,a001,False,0,0
1851,06:45:00,2016-09-17,60,0,06:45:00,27,5,37,2016-09-17 06:45:00,a001,False,0,0
1852,07:00:00,2016-09-17,58,0,07:00:00,28,5,37,2016-09-17 07:00:00,a001,False,0,0
1853,07:15:00,2016-09-17,55,0,07:15:00,29,5,37,2016-09-17 07:15:00,a001,False,0,0
1854,07:30:00,2016-09-17,56,0,07:30:00,30,5,37,2016-09-17 07:30:00,a001,False,0,0
1855,07:45:00,2016-09-17,56,4,07:45:00,31,5,37,2016-09-17 07:45:00,a001,False,0,0
1856,08:00:00,2016-09-17,59,0,08:00:00,32,5,37,2016-09-17 08:00:00,a001,False,0,0
1857,08:15:00,2016-09-17,64,0,08:15:00,33,5,37,2016-09-17 08:15:00,a001,False,0,0
1858,08:30:00,2016-09-17,57,4,08:30:00,34,5,37,2016-09-17 08:30:00,a001,False,0,0
1859,08:45:00,2016-09-17,0,0,08:45:00,35,5,37,2016-09-17 08:45:00,a001,False,0,0
1860,09:00:00,2016-09-17,0,0,09:00:00,36,5,37,2016-09-17 09:00:00,a001,False,0,0
1861,09:15:00,2016-09-17,58,0,09:15:00,37,5,37,2016-09-17 09:15:00,a001,True,2,0
1862,09:30:00,2016-09-17,65,0,09:30:00,38,5,37,2016-09-17 09:30:00,a001,True,0,0
1863,09:45:00,2016-09-17,65,0,09:45:00,39,5,37,2016-09-17 09:45:00,a001,True,0,0
1864,10:00:00,2016-09-17,0,0,10:00:00,40,5,37,2016-09-17 10:00:00,a001,False,0,0
1865,10:15:00,2016-09-17,56,0,10:15:00,41,5,37,2016-09-17 10:15:00,a001,True,1,0
1866,10:30:00,2016-09-17,55,0,10:30:00,42,5,37,2016-09-17 10:30:00,a001,True,0,0
1867,10:45:00,2016-09-17,0,0,10:45:00,43,5,37,2016-09-17 10:45:00,a001,False,0,0
1868,11:00:00,2016-09-17,0,0,11:00:00,44,5,37,2016-09-17 11:00:00,a001,False,0,0
1869,11:15:00,2016-09-17,0,0,11:15:00,45,5,37,2016-09-17 11:15:00,a001,False,0,0
1870,11:30:00,2016-09-17,0,0,11:30:00,46,5,37,2016-09-17 11:30:00,a001,False,0,0
1871,11:45:00,2016-09-17,0,0,11:45:00,47,5,37,2016-09-17 11:45:00,a001,False,0,0
1872,12:00:00,2016-09-17,0,0,12:00:00,48,5,37,2016-09-17 12:00:00,a001,False,0,0
1873,12:15:00,2016-09-17,62,0,12:15:00,49,5,37,2016-09-17 12:15:00,a001,True,0,0
1874,12:30:00,2016-09-17,0,0,12:30:00,50,5,37,2016-09-17 12:30:00,a001,False,0,0
1875,12:45:00,2016-09-17,0,0,12:45:00,51,5,37,2016-09-17 12:45:00,a001,False,0,0
1876,13:00:00,2016-09-17,0,0,13:00:00,52,5,37,2016-09-17 13:00:00,a001,False,0,0
1877,13:15:00,2016-09-17,0,0,13:15:00,53,5,37,2016-09-17 13:15:00,a001,False,0,0
1878,13:30:00,2016-09-17,0,0,13:30:00,54,5,37,2016-09-17 13:30:00,a001,False,0,0
1879,13:45:00,2016-09-17,0,0,13:45:00,55,5,37,2016-09-17 13:45:00,a001,False,0,0
1880,14:00:00,2016-09-17,0,0,14:00:00,56,5,37,2016-09-17 14:00:00,a001,False,0,0
1881,14:15:00,2016-09-17,0,0,14:15:00,57,5,37,2016-09-17 14:15:00,a001,False,0,0
1882,14:30:00,2016-09-17,0,0,14:30:00,58,5,37,2016-09-17 14:30:00,a001,False,0,0
1883,14:45:00,2016-09-17,82,6,14:45:00,59,5,37,2016-09-17 14:45:00,a001,False,0,0
1884,15:00:00,2016-09-17,82,32,15:00:00,60,5,37,2016-09-17 15:00:00,a001,False,0,0
1885,15:15:00,2016-09-17,75,0,15:15:00,61,5,37,2016-09-17 15:15:00,a001,True,5,1
1886,15:30:00,2016-09-17,76,0,15:30:00,62,5,37,2016-09-17 15:30:00,a001,True,0,1
1887,15:45:00,2016-09-17,76,0,15:45:00,63,5,37,2016-09-17 15:45:00,a001,True,0,1
1888,16:00:00,2016-09-17,75,0,16:00:00,64,5,37,2016-09-17 16:00:00,a001,True,0,1
1889,16:15:00,2016-09-17,74,0,16:15:00,65,5,37,2016-09-17 16:15:00,a001,True,0,1
1890,16:30:00,2016-09-17,75,0,16:30:00,66,5,37,2016-09-17 16:30:00,a001,True,0,1
1891,16:45:00,2016-09-17,80,16,16:45:00,67,5,37,2016-09-17 16:45:00,a001,False,0,0
1892,17:00:00,2016-09-17,76,0,17:00:00,68,5,37,2016-09-17 17:00:00,a001,True,1,0
1893,17:15:00,2016-09-17,76,0,17:15:00,69,5,37,2016-09-17 17:15:00,a001,True,0,0
1894,17:30:00,2016-09-17,80,25,17:30:00,70,5,37,2016-09-17 17:30:00,a001,False,0,0
1895,17:45:00,2016-09-17,76,0,17:45:00,71,5,37,2016-09-17 17:45:00,a001,True,2,0
1896,18:00:00,2016-09-17,73,0,18:00:00,72,5,37,2016-09-17 18:00:00,a001,True,0,0
1897,18:15:00,2016-09-17,76,0,18:15:00,73,5,37,2016-09-17 18:15:00,a001,True,0,0
1898,18:30:00,2016-09-17,79,15,18:30:00,74,5,37,2016-09-17 18:30:00,a001,False,0,0
1899,18:45:00,2016-09-17,77,35,18:45:00,75,5,37,2016-09-17 18:45:00,a001,False,0,0
1900,19:00:00,2016-09-17,74,0,19:00:00,76,5,37,2016-09-17 19:00:00,a001,True,2,0
1901,19:15:00,2016-09-17,68,0,19:15:00,77,5,37,2016-09-17 19:15:00,a001,True,0,0
1902,19:30:00,2016-09-17,73,0,19:30:00,78,5,37,2016-09-17 19:30:00,a001,True,0,0
1903,19:45:00,2016-09-17,90,393,19:45:00,79,5,37,2016-09-17 19:45:00,a001,False,0,0
1904,20:00:00,2016-09-17,90,362,20:00:00,80,5,37,2016-09-17 20:00:00,a001,False,0,0
1905,20:15:00,2016-09-17,86,0,20:15:00,81,5,37,2016-09-17 20:15:00,a001,True,0,0
1906,20:30:00,2016-09-17,81,22,20:30:00,82,5,37,2016-09-17 20:30:00,a001,False,0,0
1907,20:45:00,2016-09-17,77,0,20:45:00,83,5,37,2016-09-17 20:45:00,a001,True,2,0
1908,21:00:00,2016-09-17,74,0,21:00:00,84,5,37,2016-09-17 21:00:00,a001,True,0,0
1909,21:15:00,2016-09-17,72,0,21:15:00,85,5,37,2016-09-17 21:15:00,a001,True,0,0
1910,21:30:00,2016-09-17,74,6,21:30:00,86,5,37,2016-09-17 21:30:00,a001,False,0,0
1911,21:45:00,2016-09-17,74,0,21:45:00,87,5,37,2016-09-17 21:45:00,a001,True,1,0
1912,22:00:00,2016-09-17,78,0,22:00:00,88,5,37,2016-09-17 22:00:00,a001,True,0,0
1913,22:15:00,2016-09-17,76,78,22:15:00,89,5,37,2016-09-17 22:15:00,a001,False,0,0
1914,22:30:00,2016-09-17,0,0,22:30:00,90,5,37,2016-09-17 22:30:00,a001,False,0,0
1915,22:45:00,2016-09-17,84,0,22:45:00,91,5,37,2016-09-17 22:45:00,a001,True,1,0
1916,23:00:00,2016-09-17,78,0,23:00:00,92,5,37,2016-09-17 23:00:00,a001,True,0,0
1917,23:15:00,2016-09-17,80,0,23:15:00,93,5,37,2016-09-17 23:15:00,a001,False,0,0
1918,23:30:00,2016-09-17,78,31,23:30:00,94,5,37,2016-09-17 23:30:00,a001,False,0,0
1919,23:45:00,2016-09-17,76,0,23:45:00,95,5,37,2016-09-17 23:45:00,a001,False,0,0
1920,00:00:00,2016-09-18,74,0,00:00:00,0,6,37,2016-09-18 00:00:00,a001,False,0,0
1921,00:15:00,2016-09-18,71,0,00:15:00,1,6,37,2016-09-18 00:15:00,a001,False,0,0
1922,00:30:00,2016-09-18,68,0,00:30:00,2,6,37,2016-09-18 00:30:00,a001,False,0,0
1923,00:45:00,2016-09-18,69,0,00:45:00,3,6,37,2016-09-18 00:45:00,a001,False,0,0
1924,01:00:00,2016-09-18,72,24,01:00:00,4,6,37,2016-09-18 01:00:00,a001,False,0,0
1925,01:15:00,2016-09-18,70,0,01:15:00,5,6,37,2016-09-18 01:15:00,a001,False,0,0
1926,01:30:00,2016-09-18,82,378,01:30:00,6,6,37,2016-09-18 01:30:00,a001,False,0,0
1927,01:45:00,2016-09-18,73,0,01:45:00,7,6,37,2016-09-18 01:45:00,a001,False,0,0
1928,02:00:00,2016-09-18,67,0,02:00:00,8,6,37,2016-09-18 02:00:00,a001,False,0,0
1929,02:15:00,2016-09-18,66,0,02:15:00,9,6,37,2016-09-18 02:15:00,a001,False,0,0
1930,02:30:00,2016-09-18,70,0,02:30:00,10,6,37,2016-09-18 02:30:00,a001,False,0,0
1931,02:45:00,2016-09-18,71,47,02:45:00,11,6,37,2016-09-18 02:45:00,a001,False,0,0
1932,03:00:00,2016-09-18,58,0,03:00:00,12,6,37,2016-09-18 03:00:00,a001,False,0,0
1933,03:15:00,2016-09-18,59,0,03:15:00,13,6,37,2016-09-18 03:15:00,a001,False,0,0
1934,03:30:00,2016-09-18,60,11,03:30:00,14,6,37,2016-09-18 03:30:00,a001,False,0,0
1935,03:45:00,2016-09-18,58,7,03:45:00,15,6,37,2016-09-18 03:45:00,a001,False,0,0
1936,04:00:00,2016-09-18,57,12,04:00:00,16,6,37,2016-09-18 04:00:00,a001,False,0,0
1937,04:15:00,2016-09-18,54,0,04:15:00,17,6,37,2016-09-18 04:15:00,a001,False,0,0
1938,04:30:00,2016-09-18,53,0,04:30:00,18,6,37,2016-09-18 04:30:00,a001,False,0,0
1939,04:45:00,2016-09-18,53,0,04:45:00,19,6,37,2016-09-18 04:45:00,a001,False,0,0
1940,05:00:00,2016-09-18,59,0,05:00:00,20,6,37,2016-09-18 05:00:00,a001,False,0,0
1941,05:15:00,2016-09-18,60,0,05:15:00,21,6,37,2016-09-18 05:15:00,a001,False,0,0
1942,05:30:00,2016-09-18,58,0,05:30:00,22,6,37,2016-09-18 05:30:00,a001,False,0,0
1943,05:45:00,2016-09-18,59,9,05:45:00,23,6,37,2016-09-18 05:45:00,a001,False,0,0
1944,06:00:00,2016-09-18,59,0,06:00:00,24,6,37,2016-09-18 06:00:00,a001,False,0,0
1945,06:15:00,2016-09-18,59,0,06:15:00,25,6,37,2016-09-18 06:15:00,a001,False,0,0
1946,06:30:00,2016-09-18,61,0,06:30:00,26,6,37,2016-09-18 06:30:00,a001,False,0,0
1947,06:45:00,2016-09-18,61,0,06:45:00,27,6,37,2016-09-18 06:45:00,a001,False,0,0
1948,07:00:00,2016-09-18,62,0,07:00:00,28,6,37,2016-09-18 07:00:00,a001,False,0,0
1949,07:15:00,2016-09-18,61,0,07:15:00,29,6,37,2016-09-18 07:15:00,a001,False,0,0
1950,07:30:00,2016-09-18,61,0,07:30:00,30,6,37,2016-09-18 07:30:00,a001,False,0,0
1951,07:45:00,2016-09-18,61,0,07:45:00,31,6,37,2016-09-18 07:45:00,a001,False,0,0
1952,08:00:00,2016-09-18,66,0,08:00:00,32,6,37,2016-09-18 08:00:00,a001,False,0,0
1953,08:15:00,2016-09-18,61,0,08:15:00,33,6,37,2016-09-18 08:15:00,a001,False,0,0
1954,08:30:00,2016-09-18,59,0,08:30:00,34,6,37,2016-09-18 08:30:00,a001,False,0,0
1955,08:45:00,2016-09-18,57,0,08:45:00,35,6,37,2016-09-18 08:45:00,a001,False,0,0
1956,09:00:00,2016-09-18,58,11,09:00:00,36,6,37,2016-09-18 09:00:00,a001,False,0,0
1957,09:15:00,2016-09-18,60,0,09:15:00,37,6,37,2016-09-18 09:15:00,a001,True,7,1
1958,09:30:00,2016-09-18,60,0,09:30:00,38,6,37,2016-09-18 09:30:00,a001,True,0,1
1959,09:45:00,2016-09-18,64,0,09:45:00,39,6,37,2016-09-18 09:45:00,a001,True,0,1
1960,10:00:00,2016-09-18,60,0,10:00:00,40,6,37,2016-09-18 10:00:00,a001,True,0,1
1961,10:15:00,2016-09-18,59,0,10:15:00,41,6,37,2016-09-18 10:15:00,a001,True,0,1
1962,10:30:00,2016-09-18,63,0,10:30:00,42,6,37,2016-09-18 10:30:00,a001,True,0,1
1963,10:45:00,2016-09-18,67,0,10:45:00,43,6,37,2016-09-18 10:45:00,a001,True,0,1
1964,11:00:00,2016-09-18,65,0,11:00:00,44,6,37,2016-09-18 11:00:00,a001,True,0,1
1965,11:15:00,2016-09-18,68,16,11:15:00,45,6,37,2016-09-18 11:15:00,a001,False,0,0
1966,11:30:00,2016-09-18,87,378,11:30:00,46,6,37,2016-09-18 11:30:00,a001,False,0,0
1967,11:45:00,2016-09-18,93,206,11:45:00,47,6,37,2016-09-18 11:45:00,a001,False,0,0
1968,12:00:00,2016-09-18,102,796,12:00:00,48,6,37,2016-09-18 12:00:00,a001,False,0,0
1969,12:15:00,2016-09-18,93,0,12:15:00,49,6,37,2016-09-18 12:15:00,a001,True,3,0
1970,12:30:00,2016-09-18,99,0,12:30:00,50,6,37,2016-09-18 12:30:00,a001,True,0,0
1971,12:45:00,2016-09-18,84,0,12:45:00,51,6,37,2016-09-18 12:45:00,a001,True,0,0
1972,13:00:00,2016-09-18,79,0,13:00:00,52,6,37,2016-09-18 13:00:00,a001,True,0,0
1973,13:15:00,2016-09-18,74,8,13:15:00,53,6,37,2016-09-18 13:15:00,a001,False,0,0
1974,13:30:00,2016-09-18,74,6,13:30:00,54,6,37,2016-09-18 13:30:00,a001,False,0,0
1975,13:45:00,2016-09-18,77,12,13:45:00,55,6,37,2016-09-18 13:45:00,a001,False,0,0
1976,14:00:00,2016-09-18,86,57,14:00:00,56,6,37,2016-09-18 14:00:00,a001,False,0,0
1977,14:15:00,2016-09-18,87,89,14:15:00,57,6,37,2016-09-18 14:15:00,a001,False,0,0
1978,14:30:00,2016-09-18,74,0,14:30:00,58,6,37,2016-09-18 14:30:00,a001,True,4,0
1979,14:45:00,2016-09-18,75,0,14:45:00,59,6,37,2016-09-18 14:45:00,a001,True,0,0
1980,15:00:00,2016-09-18,75,0,15:00:00,60,6,37,2016-09-18 15:00:00,a001,True,0,0
1981,15:15:00,2016-09-18,74,0,15:15:00,61,6,37,2016-09-18 15:15:00,a001,True,0,0
1982,15:30:00,2016-09-18,73,0,15:30:00,62,6,37,2016-09-18 15:30:00,a001,True,0,0
1983,15:45:00,2016-09-18,92,141,15:45:00,63,6,37,2016-09-18 15:45:00,a001,False,0,0
1984,16:00:00,2016-09-18,87,0,16:00:00,64,6,37,2016-09-18 16:00:00,a001,True,3,0
1985,16:15:00,2016-09-18,84,0,16:15:00,65,6,37,2016-09-18 16:15:00,a001,True,0,0
1986,16:30:00,2016-09-18,80,0,16:30:00,66,6,37,2016-09-18 16:30:00,a001,True,0,0
1987,16:45:00,2016-09-18,77,0,16:45:00,67,6,37,2016-09-18 16:45:00,a001,True,0,0
1988,17:00:00,2016-09-18,77,7,17:00:00,68,6,37,2016-09-18 17:00:00,a001,False,0,0
1989,17:15:00,2016-09-18,80,51,17:15:00,69,6,37,2016-09-18 17:15:00,a001,False,0,0
1990,17:30:00,2016-09-18,75,9,17:30:00,70,6,37,2016-09-18 17:30:00,a001,False,0,0
1991,17:45:00,2016-09-18,69,0,17:45:00,71,6,37,2016-09-18 17:45:00,a001,True,0,0
1992,18:00:00,2016-09-18,91,369,18:00:00,72,6,37,2016-09-18 18:00:00,a001,False,0,0
1993,18:15:00,2016-09-18,91,228,18:15:00,73,6,37,2016-09-18 18:15:00,a001,False,0,0
1994,18:30:00,2016-09-18,90,0,18:30:00,74,6,37,2016-09-18 18:30:00,a001,True,1,0
1995,18:45:00,2016-09-18,83,0,18:45:00,75,6,37,2016-09-18 18:45:00,a001,True,0,0
1996,19:00:00,2016-09-18,84,186,19:00:00,76,6,37,2016-09-18 19:00:00,a001,False,0,0
1997,19:15:00,2016-09-18,79,0,19:15:00,77,6,37,2016-09-18 19:15:00,a001,True,0,0
1998,19:30:00,2016-09-18,76,6,19:30:00,78,6,37,2016-09-18 19:30:00,a001,False,0,0
1999,19:45:00,2016-09-18,82,65,19:45:00,79,6,37,2016-09-18 19:45:00,a001,False,0,0
2000,20:00:00,2016-09-18,79,0,20:00:00,80,6,37,2016-09-18 20:00:00,a001,True,0,0
2001,20:15:00,2016-09-18,78,30,20:15:00,81,6,37,2016-09-18 20:15:00,a001,False,0,0
