,time_of_day,date,heart,step,time,time_count,day_of_week,week,date_time,user_id,sed_check,sed_prolong_start_time,sed_prolong
556,19:00:00,2016-09-03,81,35,19:00:00,76,5,35,2016-09-03 19:00:00,a001,False,0,0
557,19:15:00,2016-09-03,76,24,19:15:00,77,5,35,2016-09-03 19:15:00,a001,False,0,0
558,19:30:00,2016-09-03,76,147,19:30:00,78,5,35,2016-09-03 19:30:00,a001,False,0,0
559,19:45:00,2016-09-03,72,0,19:45:00,79,5,35,2016-09-03 19:45:00,a001,True,3,0
560,20:00:00,2016-09-03,72,0,20:00:00,80,5,35,2016-09-03 20:00:00,a001,True,0,0
561,20:15:00,2016-09-03,71,0,20:15:00,81,5,35,2016-09-03 20:15:00,a001,True,0,0
562,20:30:00,2016-09-03,72,0,20:30:00,82,5,35,2016-09-03 20:30:00,a001,True,0,0
563,20:45:00,2016-09-03,71,7,20:45:00,83,5,35,2016-09-03 20:45:00,a001,False,0,0
564,21:00:00,2016-09-03,70,0,21:00:00,84,5,35,2016-09-03 21:00:00,a001,True,2,0
565,21:15:00,2016-09-03,71,0,21:15:00,85,5,35,2016-09-03 21:15:00,a001,True,0,0
566,21:30:00,2016-09-03,70,0,21:30:00,86,5,35,2016-09-03 21:30:00,a001,True,0,0
567,21:45:00,2016-09-03,0,0,21:45:00,87,5,35,2016-09-03 21:45:00,a001,False,0,0
568,22:00:00,2016-09-03,0,0,22:00:00,88,5,35,2016-09-03 22:00:00,a001,False,0,0
569,22:15:00,2016-09-03,0,0,22:15:00,89,5,35,2016-09-03 22:15:00,a001,False,0,0
570,22:30:00,2016-09-03,0,0,22:30:00,90,5,35,2016-09-03 22:30:00,a001,False,0,0
571,22:45:00,2016-09-03,68,0,22:45:00,91,5,35,2016-09-03 22:45:00,a001,True,1,0
572,23:00:00,2016-09-03,67,0,23:00:00,92,5,35,2016-09-03 23:00:00,a001,True,0,0
573,23:15:00,2016-09-03,67,19,23:15:00,93,5,35,2016-09-03 23:15:00,a001,False,0,0
574,23:30:00,2016-09-03,67,0,23:30:00,94,5,35,2016-09-03 23:30:00,a001,False,0,0
575,23:45:00,2016-09-03,65,0,23:45:00,95,5,35,2016-09-03 23:45:00,a001,False,0,0
576,00:00:00,2016-09-04,65,0,00:00:00,0,6,35,2016-09-04 00:00:00,a001,False,0,0
577,00:15:00,2016-09-04,64,0,00:15:00,1,6,35,2016-09-04 00:15:00,a001,False,0,0
578,00:30:00,2016-09-04,88,284,00:30:00,2,6,35,2016-09-04 00:30:00,a001,False,0,0
579,00:45:00,2016-09-04,73,52,00:45:00,3,6,35,2016-09-04 00:45:00,a001,False,0,0
580,01:00:00,2016-09-04,63,0,01:00:00,4,6,35,2016-09-04 01:00:00,a001,False,0,0
581,01:15:00,2016-09-04,69,0,01:15:00,5,6,35,2016-09-04 01:15:00,a001,False,0,0
582,01:30:00,2016-09-04,67,15,01:30:00,6,6,35,2016-09-04 01:30:00,a001,False,0,0
583,01:45:00,2016-09-04,62,0,01:45:00,7,6,35,2016-09-04 01:45:00,a001,False,0,0
584,02:00:00,2016-09-04,57,0,02:00:00,8,6,35,2016-09-04 02:00:00,a001,False,0,0
585,02:15:00,2016-09-04,56,0,02:15:00,9,6,35,2016-09-04 02:15:00,a001,False,0,0
586,02:30:00,2016-09-04,56,0,02:30:00,10,6,35,2016-09-04 02:30:00,a001,False,0,0
587,02:45:00,2016-09-04,57,8,02:45:00,11,6,35,2016-09-04 02:45:00,a001,False,0,0
588,03:00:00,2016-09-04,59,0,03:00:00,12,6,35,2016-09-04 03:00:00,a001,False,0,0
589,03:15:00,2016-09-04,57,10,03:15:00,13,6,35,2016-09-04 03:15:00,a001,False,0,0
590,03:30:00,2016-09-04,51,0,03:30:00,14,6,35,2016-09-04 03:30:00,a001,False,0,0
591,03:45:00,2016-09-04,49,0,03:45:00,15,6,35,2016-09-04 03:45:00,a001,False,0,0
592,04:00:00,2016-09-04,49,0,04:00:00,16,6,35,2016-09-04 04:00:00,a001,False,0,0
593,04:15:00,2016-09-04,51,0,04:15:00,17,6,35,2016-09-04 04:15:00,a001,False,0,0
594,04:30:00,2016-09-04,52,0,04:30:00,18,6,35,2016-09-04 04:30:00,a001,False,0,0
595,04:45:00,2016-09-04,53,0,04:45:00,19,6,35,2016-09-04 04:45:00,a001,False,0,0
596,05:00:00,2016-09-04,57,0,05:00:00,20,6,35,2016-09-04 05:00:00,a001,False,0,0
597,05:15:00,2016-09-04,54,0,05:15:00,21,6,35,2016-09-04 05:15:00,a001,False,0,0
598,05:30:00,2016-09-04,51,0,05:30:00,22,6,35,2016-09-04 05:30:00,a001,False,0,0
599,05:45:00,2016-09-04,52,0,05:45:00,23,6,35,2016-09-04 05:45:00,a001,False,0,0
600,06:00:00,2016-09-04,53,0,06:00:00,24,6,35,2016-09-04 06:00:00,a001,False,0,0
601,06:15:00,2016-09-04,51,0,06:15:00,25,6,35,2016-09-04 06:15:00,a001,False,0,0
602,06:30:00,2016-09-04,53,0,06:30:00,26,6,35,2016-09-04 06:30:00,a001,False,0,0
603,06:45:00,2016-09-04,54,0,06:45:00,27,6,35,2016-09-04 06:45:00,a001,False,0,0
604,07:00:00,2016-09-04,57,0,07:00:00,28,6,35,2016-09-04 07:00:00,a001,False,0,0
605,07:15:00,2016-09-04,54,0,07:15:00,29,6,35,2016-09-04 07:15:00,a001,False,0,0
606,07:30:00,2016-09-04,59,0,07:30:00,30,6,35,2016-09-04 07:30:00,a001,False,0,0
607,07:45:00,2016-09-04,55,0,07:45:00,31,6,35,2016-09-04 07:45:00,a001,False,0,0
608,08:00:00,2016-09-04,51,0,08:00:00,32,6,35,2016-09-04 08:00:00,a001,False,0,0
609,08:15:00,2016-09-04,51,0,08:15:00,33,6,35,2016-09-04 08:15:00,a001,False,0,0
610,08:30:00,2016-09-04,54,0,08:30:00,34,6,35,2016-09-04 08:30:00,a001,False,0,0
611,08:45:00,2016-09-04,54,0,08:45:00,35,6,35,2016-09-04 08:45:00,a001,False,0,0
612,09:00:00,2016-09-04,61,8,09:00:00,36,6,35,2016-09-04 09:00:00,a001,False,0,0
613,09:15:00,2016-09-04,64,0,09:15:00,37,6,35,2016-09-04 09:15:00,a001,True,1,0
614,09:30:00,2016-09-04,61,0,09:30:00,38,6,35,2016-09-04 09:30:00,a001,True,0,0
615,09:45:00,2016-09-04,74,71,09:45:00,39,6,35,2016-09-04 09:45:00,a001,False,0,0
616,10:00:00,2016-09-04,83,65,10:00:00,40,6,35,2016-09-04 10:00:00,a001,False,0,0
617,10:15:00,2016-09-04,83,264,10:15:00,41,6,35,2016-09-04 10:15:00,a001,False,0,0
618,10:30:00,2016-09-04,87,78,10:30:00,42,6,35,2016-09-04 10:30:00,a001,False,0,0
619,10:45:00,2016-09-04,84,0,10:45:00,43,6,35,2016-09-04 10:45:00,a001,True,0,0
620,11:00:00,2016-09-04,92,88,11:00:00,44,6,35,2016-09-04 11:00:00,a001,False,0,0
621,11:15:00,2016-09-04,79,0,11:15:00,45,6,35,2016-09-04 11:15:00,a001,True,9,1
622,11:30:00,2016-09-04,74,0,11:30:00,46,6,35,2016-09-04 11:30:00,a001,True,0,1
623,11:45:00,2016-09-04,74,0,11:45:00,47,6,35,2016-09-04 11:45:00,a001,True,0,1
624,12:00:00,2016-09-04,73,0,12:00:00,48,6,35,2016-09-04 12:00:00,a001,True,0,1
625,12:15:00,2016-09-04,73,0,12:15:00,49,6,35,2016-09-04 12:15:00,a001,True,0,1
626,12:30:00,2016-09-04,70,0,12:30:00,50,6,35,2016-09-04 12:30:00,a001,True,0,1
627,12:45:00,2016-09-04,72,0,12:45:00,51,6,35,2016-09-04 12:45:00,a001,True,0,1
628,13:00:00,2016-09-04,69,0,13:00:00,52,6,35,2016-09-04 13:00:00,a001,True,0,1
629,13:15:00,2016-09-04,65,0,13:15:00,53,6,35,2016-09-04 13:15:00,a001,True,0,1
630,13:30:00,2016-09-04,67,0,13:30:00,54,6,35,2016-09-04 13:30:00,a001,True,0,1
631,13:45:00,2016-09-04,61,8,13:45:00,55,6,35,2016-09-04 13:45:00,a001,False,0,0
632,14:00:00,2016-09-04,70,0,14:00:00,56,6,35,2016-09-04 14:00:00,a001,True,3,0
633,14:15:00,2016-09-04,68,0,14:15:00,57,6,35,2016-09-04 14:15:00,a001,True,0,0
634,14:30:00,2016-09-04,68,0,14:30:00,58,6,35,2016-09-04 14:30:00,a001,True,0,0
635,14:45:00,2016-09-04,69,0,14:45:00,59,6,35,2016-09-04 14:45:00,a001,True,0,0
636,15:00:00,2016-09-04,81,60,15:00:00,60,6,35,2016-09-04 15:00:00,a001,False,0,0
637,15:15:00,2016-09-04,67,0,15:15:00,61,6,35,2016-09-04 15:15:00,a001,True,1,0
638,15:30:00,2016-09-04,66,0,15:30:00,62,6,35,2016-09-04 15:30:00,a001,True,0,0
639,15:45:00,2016-09-04,98,753,15:45:00,63,6,35,2016-09-04 15:45:00,a001,False,0,0
640,16:00:00,2016-09-04,84,51,16:00:00,64,6,35,2016-09-04 16:00:00,a001,False,0,0
641,16:15:00,2016-09-04,92,0,16:15:00,65,6,35,2016-09-04 16:15:00,a001,True,1,0
642,16:30:00,2016-09-04,83,0,16:30:00,66,6,35,2016-09-04 16:30:00,a001,True,0,0
643,16:45:00,2016-09-04,89,94,16:45:00,67,6,35,2016-09-04 16:45:00,a001,False,0,0
644,17:00:00,2016-09-04,83,0,17:00:00,68,6,35,2016-09-04 17:00:00,a001,True,1,0
645,17:15:00,2016-09-04,75,0,17:15:00,69,6,35,2016-09-04 17:15:00,a001,True,0,0
646,17:30:00,2016-09-04,71,8,17:30:00,70,6,35,2016-09-04 17:30:00,a001,False,0,0
647,17:45:00,2016-09-04,79,6,17:45:00,71,6,35,2016-09-04 17:45:00,a001,False,0,0
648,18:00:00,2016-09-04,80,0,18:00:00,72,6,35,2016-09-04 18:00:00,a001,True,3,0
649,18:15:00,2016-09-04,76,0,18:15:00,73,6,35,2016-09-04 18:15:00,a001,True,0,0
650,18:30:00,2016-09-04,73,0,18:30:00,74,6,35,2016-09-04 18:30:00,a001,True,0,0
651,18:45:00,2016-09-04,69,0,18:45:00,75,6,35,2016-09-04 18:45:00,a001,True,0,0
652,19:00:00,2016-09-04,77,5,19:00:00,76,6,35,2016-09-04 19:00:00,a001,False,0,0
653,19:15:00,2016-09-04,75,0,19:15:00,77,6,35,2016-09-04 19:15:00,a001,True,0,0
654,19:30:00,2016-09-04,72,13,19:30:00,78,6,35,2016-09-04 19:30:00,a001,False,0,0
655,19:45:00,2016-09-04,79,50,19:45:00,79,6,35,2016-09-04 19:45:00,a001,False,0,0
656,20:00:00,2016-09-04,75,0,20:00:00,80,6,35,2016-09-04 20:00:00,a001,True,3,0
657,20:15:00,2016-09-04,74,0,20:15:00,81,6,35,2016-09-04 20:15:00,a001,True,0,0
658,20:30:00,2016-09-04,70,0,20:30:00,82,6,35,2016-09-04 20:30:00,a001,True,0,0
659,20:45:00,2016-09-04,68,0,20:45:00,83,6,35,2016-09-04 20:45:00,a001,True,0,0
660,21:00:00,2016-09-04,88,117,21:00:00,84,6,35,2016-09-04 21:00:00,a001,False,0,0
661,21:15:00,2016-09-04,0,0,21:15:00,85,6,35,2016-09-04 21:15:00,a001,False,0,0
662,21:30:00,2016-09-04,0,0,21:30:00,86,6,35,2016-09-04 21:30:00,a001,False,0,0
663,21:45:00,2016-09-04,0,0,21:45:00,87,6,35,2016-09-04 21:45:00,a001,False,0,0
664,22:00:00,2016-09-04,70,0,22:00:00,88,6,35,2016-09-04 22:00:00,a001,True,0,0
665,22:15:00,2016-09-04,70,15,22:15:00,89,6,35,2016-09-04 22:15:00,a001,False,0,0
666,22:30:00,2016-09-04,71,6,22:30:00,90,6,35,2016-09-04 22:30:00,a001,False,0,0
667,22:45:00,2016-09-04,67,0,22:45:00,91,6,35,2016-09-04 22:45:00,a001,True,1,0
668,23:00:00,2016-09-04,66,0,23:00:00,92,6,35,2016-09-04 23:00:00,a001,True,0,0
669,23:15:00,2016-09-04,71,27,23:15:00,93,6,35,2016-09-04 23:15:00,a001,False,0,0
670,23:30:00,2016-09-04,88,457,23:30:00,94,6,35,2016-09-04 23:30:00,a001,False,0,0
671,23:45:00,2016-09-04,75,131,23:45:00,95,6,35,2016-09-04 23:45:00,a001,False,0,0
672,00:00:00,2016-09-05,61,0,00:00:00,0,0,36,2016-09-05 00:00:00,a001,False,0,0
673,00:15:00,2016-09-05,72,37,00:15:00,1,0,36,2016-09-05 00:15:00,a001,False,0,0
674,00:30:00,2016-09-05,63,0,00:30:00,2,0,36,2016-09-05 00:30:00,a001,False,0,0
675,00:45:00,2016-09-05,54,0,00:45:00,3,0,36,2016-09-05 00:45:00,a001,False,0,0
676,01:00:00,2016-09-05,53,0,01:00:00,4,0,36,2016-09-05 01:00:00,a001,False,0,0
677,01:15:00,2016-09-05,54,0,01:15:00,5,0,36,2016-09-05 01:15:00,a001,False,0,0
678,01:30:00,2016-09-05,58,16,01:30:00,6,0,36,2016-09-05 01:30:00,a001,False,0,0
679,01:45:00,2016-09-05,58,0,01:45:00,7,0,36,2016-09-05 01:45:00,a001,False,0,0
680,02:00:00,2016-09-05,55,0,02:00:00,8,0,36,2016-09-05 02:00:00,a001,False,0,0
681,02:15:00,2016-09-05,53,0,02:15:00,9,0,36,2016-09-05 02:15:00,a001,False,0,0
682,02:30:00,2016-09-05,51,0,02:30:00,10,0,36,2016-09-05 02:30:00,a001,False,0,0
683,02:45:00,2016-09-05,54,0,02:45:00,11,0,36,2016-09-05 02:45:00,a001,False,0,0
684,03:00:00,2016-09-05,54,0,03:00:00,12,0,36,2016-09-05 03:00:00,a001,False,0,0
685,03:15:00,2016-09-05,51,0,03:15:00,13,0,36,2016-09-05 03:15:00,a001,False,0,0
686,03:30:00,2016-09-05,50,0,03:30:00,14,0,36,2016-09-05 03:30:00,a001,False,0,0
687,03:45:00,2016-09-05,54,0,03:45:00,15,0,36,2016-09-05 03:45:00,a001,False,0,0
688,04:00:00,2016-09-05,56,0,04:00:00,16,0,36,2016-09-05 04:00:00,a001,False,0,0
689,04:15:00,2016-09-05,49,0,04:15:00,17,0,36,2016-09-05 04:15:00,a001,False,0,0
690,04:30:00,2016-09-05,51,6,04:30:00,18,0,36,2016-09-05 04:30:00,a001,False,0,0
691,04:45:00,2016-09-05,50,0,04:45:00,19,0,36,2016-09-05 04:45:00,a001,False,0,0
692,05:00:00,2016-09-05,52,0,05:00:00,20,0,36,2016-09-05 05:00:00,a001,False,0,0
693,05:15:00,2016-09-05,54,7,05:15:00,21,0,36,2016-09-05 05:15:00,a001,False,0,0
694,05:30:00,2016-09-05,57,0,05:30:00,22,0,36,2016-09-05 05:30:00,a001,False,0,0
695,05:45:00,2016-09-05,58,0,05:45:00,23,0,36,2016-09-05 05:45:00,a001,False,0,0
696,06:00:00,2016-09-05,60,0,06:00:00,24,0,36,2016-09-05 06:00:00,a001,False,0,0
697,06:15:00,2016-09-05,53,0,06:15:00,25,0,36,2016-09-05 06:15:00,a001,False,0,0
698,06:30:00,2016-09-05,52,0,06:30:00,26,0,36,2016-09-05 06:30:00,a001,False,0,0
699,06:45:00,2016-09-05,54,0,06:45:00,27,0,36,2016-09-05 06:45:00,a001,False,0,0
700,07:00:00,2016-09-05,52,0,07:00:00,28,0,36,2016-09-05 07:00:00,a001,False,0,0
701,07:15:00,2016-09-05,54,11,07:15:00,29,0,36,2016-09-05 07:15:00,a001,False,0,0
702,07:30:00,2016-09-05,58,0,07:30:00,30,0,36,2016-09-05 07:30:00,a001,False,0,0
703,07:45:00,2016-09-05,61,9,07:45:00,31,0,36,2016-09-05 07:45:00,a001,False,0,0
704,08:00:00,2016-09-05,85,329,08:00:00,32,0,36,2016-09-05 08:00:00,a001,False,0,0
705,08:15:00,2016-09-05,84,74,08:15:00,33,0,36,2016-09-05 08:15:00,a001,False,0,0
706,08:30:00,2016-09-05,97,670,08:30:00,34,0,36,2016-09-05 08:30:00,a001,False,0,0
707,08:45:00,2016-09-05,92,450,08:45:00,35,0,36,2016-09-05 08:45:00,a001,False,0,0
708,09:00:00,2016-09-05,86,17,09:00:00,36,0,36,2016-09-05 09:00:00,a001,False,0,0
709,09:15:00,2016-09-05,104,326,09:15:00,37,0,36,2016-09-05 09:15:00,a001,False,0,0
710,09:30:00,2016-09-05,91,39,09:30:00,38,0,36,2016-09-05 09:30:00,a001,False,0,0
711,09:45:00,2016-09-05,80,0,09:45:00,39,0,36,2016-09-05 09:45:00,a001,True,1,0
712,10:00:00,2016-09-05,74,0,10:00:00,40,0,36,2016-09-05 10:00:00,a001,True,0,0
713,10:15:00,2016-09-05,88,306,10:15:00,41,0,36,2016-09-05 10:15:00,a001,False,0,0
714,10:30:00,2016-09-05,85,109,10:30:00,42,0,36,2016-09-05 10:30:00,a001,False,0,0
715,10:45:00,2016-09-05,74,0,10:45:00,43,0,36,2016-09-05 10:45:00,a001,True,1,0
716,11:00:00,2016-09-05,75,0,11:00:00,44,0,36,2016-09-05 11:00:00,a001,True,0,0
717,11:15:00,2016-09-05,77,17,11:15:00,45,0,36,2016-09-05 11:15:00,a001,False,0,0
718,11:30:00,2016-09-05,83,20,11:30:00,46,0,36,2016-09-05 11:30:00,a001,False,0,0
719,11:45:00,2016-09-05,71,0,11:45:00,47,0,36,2016-09-05 11:45:00,a001,True,1,0
720,12:00:00,2016-09-05,66,0,12:00:00,48,0,36,2016-09-05 12:00:00,a001,True,0,0
721,12:15:00,2016-09-05,67,13,12:15:00,49,0,36,2016-09-05 12:15:00,a001,False,0,0
722,12:30:00,2016-09-05,82,115,12:30:00,50,0,36,2016-09-05 12:30:00,a001,False,0,0
723,12:45:00,2016-09-05,75,0,12:45:00,51,0,36,2016-09-05 12:45:00,a001,True,0,0
724,13:00:00,2016-09-05,0,0,13:00:00,52,0,36,2016-09-05 13:00:00,a001,False,0,0
725,13:15:00,2016-09-05,0,0,13:15:00,53,0,36,2016-09-05 13:15:00,a001,False,0,0
726,13:30:00,2016-09-05,0,0,13:30:00,54,0,36,2016-09-05 13:30:00,a001,False,0,0
727,13:45:00,2016-09-05,0,0,13:45:00,55,0,36,2016-09-05 13:45:00,a001,False,0,0
728,14:00:00,2016-09-05,0,0,14:00:00,56,0,36,2016-09-05 14:00:00,a001,False,0,0
729,14:15:00,2016-09-05,0,0,14:15:00,57,0,36,2016-09-05 14:15:00,a001,False,0,0
730,14:30:00,2016-09-05,0,0,14:30:00,58,0,36,2016-09-05 14:30:00,a001,False,0,0
731,14:45:00,2016-09-05,0,0,14:45:00,59,0,36,2016-09-05 14:45:00,a001,False,0,0
732,15:00:00,2016-09-05,0,0,15:00:00,60,0,36,2016-09-05 15:00:00,a001,False,0,0
733,15:15:00,2016-09-05,0,0,15:15:00,61,0,36,2016-09-05 15:15:00,a001,False,0,0
734,15:30:00,2016-09-05,0,0,15:30:00,62,0,36,2016-09-05 15:30:00,a001,False,0,0
735,15:45:00,2016-09-05,0,0,15:45:00,63,0,36,2016-09-05 15:45:00,a001,False,0,0
736,16:00:00,2016-09-05,0,0,16:00:00,64,0,36,2016-09-05 16:00:00,a001,False,0,0
737,16:15:00,2016-09-05,0,0,16:15:00,65,0,36,2016-09-05 16:15:00,a001,False,0,0
738,16:30:00,2016-09-05,80,14,16:30:00,66,0,36,2016-09-05 16:30:00,a001,False,0,0
739,16:45:00,2016-09-05,72,0,16:45:00,67,0,36,2016-09-05 16:45:00,a001,True,0,0
740,17:00:00,2016-09-05,70,12,17:00:00,68,0,36,2016-09-05 17:00:00,a001,False,0,0
741,17:15:00,2016-09-05,88,596,17:15:00,69,0,36,2016-09-05 17:15:00,a001,False,0,0
742,17:30:00,2016-09-05,81,151,17:30:00,70,0,36,2016-09-05 17:30:00,a001,False,0,0
743,17:45:00,2016-09-05,81,67,17:45:00,71,0,36,2016-09-05 17:45:00,a001,False,0,0
744,18:00:00,2016-09-05,78,101,18:00:00,72,0,36,2016-09-05 18:00:00,a001,False,0,0
745,18:15:00,2016-09-05,84,86,18:15:00,73,0,36,2016-09-05 18:15:00,a001,False,0,0
746,18:30:00,2016-09-05,87,230,18:30:00,74,0,36,2016-09-05 18:30:00,a001,False,0,0
747,18:45:00,2016-09-05,140,1237,18:45:00,75,0,36,2016-09-05 18:45:00,a001,False,0,0
748,19:00:00,2016-09-05,113,498,19:00:00,76,0,36,2016-09-05 19:00:00,a001,False,0,0
749,19:15:00,2016-09-05,109,221,19:15:00,77,0,36,2016-09-05 19:15:00,a001,False,0,0
750,19:30:00,2016-09-05,105,236,19:30:00,78,0,36,2016-09-05 19:30:00,a001,False,0,0
751,19:45:00,2016-09-05,110,267,19:45:00,79,0,36,2016-09-05 19:45:00,a001,False,0,0
752,20:00:00,2016-09-05,119,411,20:00:00,80,0,36,2016-09-05 20:00:00,a001,False,0,0
753,20:15:00,2016-09-05,112,368,20:15:00,81,0,36,2016-09-05 20:15:00,a001,False,0,0
754,20:30:00,2016-09-05,104,236,20:30:00,82,0,36,2016-09-05 20:30:00,a001,False,0,0
755,20:45:00,2016-09-05,97,56,20:45:00,83,0,36,2016-09-05 20:45:00,a001,False,0,0
756,21:00:00,2016-09-05,90,62,21:00:00,84,0,36,2016-09-05 21:00:00,a001,False,0,0
757,21:15:00,2016-09-05,96,298,21:15:00,85,0,36,2016-09-05 21:15:00,a001,False,0,0
758,21:30:00,2016-09-05,104,1474,21:30:00,86,0,36,2016-09-05 21:30:00,a001,False,0,0
759,21:45:00,2016-09-05,112,288,21:45:00,87,0,36,2016-09-05 21:45:00,a001,False,0,0
760,22:00:00,2016-09-05,0,0,22:00:00,88,0,36,2016-09-05 22:00:00,a001,False,0,0
761,22:15:00,2016-09-05,0,0,22:15:00,89,0,36,2016-09-05 22:15:00,a001,False,0,0
762,22:30:00,2016-09-05,0,0,22:30:00,90,0,36,2016-09-05 22:30:00,a001,False,0,0
763,22:45:00,2016-09-05,0,0,22:45:00,91,0,36,2016-09-05 22:45:00,a001,False,0,0
764,23:00:00,2016-09-05,0,0,23:00:00,92,0,36,2016-09-05 23:00:00,a001,False,0,0
765,23:15:00,2016-09-05,0,0,23:15:00,93,0,36,2016-09-05 23:15:00,a001,False,0,0
766,23:30:00,2016-09-05,0,0,23:30:00,94,0,36,2016-09-05 23:30:00,a001,False,0,0
767,23:45:00,2016-09-05,0,0,23:45:00,95,0,36,2016-09-05 23:45:00,a001,False,0,0
768,00:00:00,2016-09-06,0,0,00:00:00,0,1,36,2016-09-06 00:00:00,a001,False,0,0
769,00:15:00,2016-09-06,0,0,00:15:00,1,1,36,2016-09-06 00:15:00,a001,False,0,0
770,00:30:00,2016-09-06,0,0,00:30:00,2,1,36,2016-09-06 00:30:00,a001,False,0,0
771,00:45:00,2016-09-06,0,0,00:45:00,3,1,36,2016-09-06 00:45:00,a001,False,0,0
772,01:00:00,2016-09-06,0,0,01:00:00,4,1,36,2016-09-06 01:00:00,a001,False,0,0
773,01:15:00,2016-09-06,0,0,01:15:00,5,1,36,2016-09-06 01:15:00,a001,False,0,0
774,01:30:00,2016-09-06,0,0,01:30:00,6,1,36,2016-09-06 01:30:00,a001,False,0,0
775,01:45:00,2016-09-06,0,0,01:45:00,7,1,36,2016-09-06 01:45:00,a001,False,0,0
776,02:00:00,2016-09-06,0,0,02:00:00,8,1,36,2016-09-06 02:00:00,a001,False,0,0
777,02:15:00,2016-09-06,0,0,02:15:00,9,1,36,2016-09-06 02:15:00,a001,False,0,0
778,02:30:00,2016-09-06,0,0,02:30:00,10,1,36,2016-09-06 02:30:00,a001,False,0,0
779,02:45:00,2016-09-06,0,0,02:45:00,11,1,36,2016-09-06 02:45:00,a001,False,0,0
780,03:00:00,2016-09-06,0,0,03:00:00,12,1,36,2016-09-06 03:00:00,a001,False,0,0
781,03:15:00,2016-09-06,0,0,03:15:00,13,1,36,2016-09-06 03:15:00,a001,False,0,0
782,03:30:00,2016-09-06,0,0,03:30:00,14,1,36,2016-09-06 03:30:00,a001,False,0,0
783,03:45:00,2016-09-06,0,0,03:45:00,15,1,36,2016-09-06 03:45:00,a001,False,0,0
784,04:00:00,2016-09-06,0,0,04:00:00,16,1,36,2016-09-06 04:00:00,a001,False,0,0
785,04:15:00,2016-09-06,0,0,04:15:00,17,1,36,2016-09-06 04:15:00,a001,False,0,0
786,04:30:00,2016-09-06,0,0,04:30:00,18,1,36,2016-09-06 04:30:00,a001,False,0,0
787,04:45:00,2016-09-06,0,0,04:45:00,19,1,36,2016-09-06 04:45:00,a001,False,0,0
788,05:00:00,2016-09-06,0,0,05:00:00,20,1,36,2016-09-06 05:00:00,a001,False,0,0
789,05:15:00,2016-09-06,0,0,05:15:00,21,1,36,2016-09-06 05:15:00,a001,False,0,0
790,05:30:00,2016-09-06,0,0,05:30:00,22,1,36,2016-09-06 05:30:00,a001,False,0,0
791,05:45:00,2016-09-06,0,0,05:45:00,23,1,36,2016-09-06 05:45:00,a001,False,0,0
792,06:00:00,2016-09-06,0,0,06:00:00,24,1,36,2016-09-06 06:00:00,a001,False,0,0
793,06:15:00,2016-09-06,0,0,06:15:00,25,1,36,2016-09-06 06:15:00,a001,False,0,0
794,06:30:00,2016-09-06,0,0,06:30:00,26,1,36,2016-09-06 06:30:00,a001,False,0,0
795,06:45:00,2016-09-06,0,0,06:45:00,27,1,36,2016-09-06 06:45:00,a001,False,0,0
796,07:00:00,2016-09-06,0,0,07:00:00,28,1,36,2016-09-06 07:00:00,a001,False,0,0
797,07:15:00,2016-09-06,0,0,07:15:00,29,1,36,2016-09-06 07:15:00,a001,False,0,0
798,07:30:00,2016-09-06,0,0,07:30:00,30,1,36,2016-09-06 07:30:00,a001,False,0,0
799,07:45:00,2016-09-06,0,0,07:45:00,31,1,36,2016-09-06 07:45:00,a001,False,0,0
800,08:00:00,2016-09-06,0,0,08:00:00,32,1,36,2016-09-06 08:00:00,a001,False,0,0
801,08:15:00,2016-09-06,0,0,08:15:00,33,1,36,2016-09-06 08:15:00,a001,False,0,0
802,08:30:00,2016-09-06,81,264,08:30:00,34,1,36,2016-09-06 08:30:00,a001,False,0,0
803,08:45:00,2016-09-06,86,463,08:45:00,35,1,36,2016-09-06 08:45:00,a001,False,0,0
804,09:00:00,2016-09-06,94,652,09:00:00,36,1,36,2016-09-06 09:00:00,a001,False,0,0
805,09:15:00,2016-09-06,76,0,09:15:00,37,1,36,2016-09-06 09:15:00,a001,True,0,0
806,09:30:00,2016-09-06,77,4,09:30:00,38,1,36,2016-09-06 09:30:00,a001,False,0,0
807,09:45:00,2016-09-06,82,82,09:45:00,39,1,36,2016-09-06 09:45:00,a001,False,0,0
808,10:00:00,2016-09-06,73,0,10:00:00,40,1,36,2016-09-06 10:00:00,a001,True,0,0
809,10:15:00,2016-09-06,75,11,10:15:00,41,1,36,2016-09-06 10:15:00,a001,False,0,0
810,10:30:00,2016-09-06,71,0,10:30:00,42,1,36,2016-09-06 10:30:00,a001,True,1,0
811,10:45:00,2016-09-06,69,0,10:45:00,43,1,36,2016-09-06 10:45:00,a001,True,0,0
812,11:00:00,2016-09-06,90,166,11:00:00,44,1,36,2016-09-06 11:00:00,a001,False,0,0
813,11:15:00,2016-09-06,98,610,11:15:00,45,1,36,2016-09-06 11:15:00,a001,False,0,0
814,11:30:00,2016-09-06,87,67,11:30:00,46,1,36,2016-09-06 11:30:00,a001,False,0,0
815,11:45:00,2016-09-06,99,508,11:45:00,47,1,36,2016-09-06 11:45:00,a001,False,0,0
816,12:00:00,2016-09-06,97,230,12:00:00,48,1,36,2016-09-06 12:00:00,a001,False,0,0
817,12:15:00,2016-09-06,82,0,12:15:00,49,1,36,2016-09-06 12:15:00,a001,True,2,0
818,12:30:00,2016-09-06,80,0,12:30:00,50,1,36,2016-09-06 12:30:00,a001,True,0,0
