,time_of_day,date,heart,step,time,time_count,day_of_week,week,date_time,user_id,sed_check,sed_prolong_start_time,sed_prolong,1,2,3,4,5,6,7
1248,00:00:00,2016-11-20,60,0,00:00:00,0,6,46,2016-11-20 00:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,00:15:00,2016-11-20,64,0,00:15:00,1,6,46,2016-11-20 00:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,00:30:00,2016-11-20,60,0,00:30:00,2,6,46,2016-11-20 00:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,00:45:00,2016-11-20,58,0,00:45:00,3,6,46,2016-11-20 00:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,01:00:00,2016-11-20,64,0,01:00:00,4,6,46,2016-11-20 01:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,01:15:00,2016-11-20,53,0,01:15:00,5,6,46,2016-11-20 01:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,01:30:00,2016-11-20,51,0,01:30:00,6,6,46,2016-11-20 01:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,01:45:00,2016-11-20,51,0,01:45:00,7,6,46,2016-11-20 01:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,02:00:00,2016-11-20,54,0,02:00:00,8,6,46,2016-11-20 02:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,02:15:00,2016-11-20,56,0,02:15:00,9,6,46,2016-11-20 02:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,02:30:00,2016-11-20,53,0,02:30:00,10,6,46,2016-11-20 02:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,02:45:00,2016-11-20,48,0,02:45:00,11,6,46,2016-11-20 02:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,03:00:00,2016-11-20,46,0,03:00:00,12,6,46,2016-11-20 03:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,03:15:00,2016-11-20,45,0,03:15:00,13,6,46,2016-11-20 03:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,03:30:00,2016-11-20,54,0,03:30:00,14,6,46,2016-11-20 03:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,03:45:00,2016-11-20,51,0,03:45:00,15,6,46,2016-11-20 03:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,04:00:00,2016-11-20,48,0,04:00:00,16,6,46,2016-11-20 04:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,04:15:00,2016-11-20,45,0,04:15:00,17,6,46,2016-11-20 04:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,04:30:00,2016-11-20,45,0,04:30:00,18,6,46,2016-11-20 04:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,04:45:00,2016-11-20,43,0,04:45:00,19,6,46,2016-11-20 04:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,05:00:00,2016-11-20,43,0,05:00:00,20,6,46,2016-11-20 05:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,05:15:00,2016-11-20,51,0,05:15:00,21,6,46,2016-11-20 05:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,05:30:00,2016-11-20,55,0,05:30:00,22,6,46,2016-11-20 05:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,05:45:00,2016-11-20,48,0,05:45:00,23,6,46,2016-11-20 05:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,06:00:00,2016-11-20,48,0,06:00:00,24,6,46,2016-11-20 06:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,06:15:00,2016-11-20,44,0,06:15:00,25,6,46,2016-11-20 06:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,06:30:00,2016-11-20,51,0,06:30:00,26,6,46,2016-11-20 06:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,06:45:00,2016-11-20,46,0,06:45:00,27,6,46,2016-11-20 06:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,07:00:00,2016-11-20,53,0,07:00:00,28,6,46,2016-11-20 07:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,07:15:00,2016-11-20,57,0,07:15:00,29,6,46,2016-11-20 07:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,07:30:00,2016-11-20,54,0,07:30:00,30,6,46,2016-11-20 07:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,07:45:00,2016-11-20,55,0,07:45:00,31,6,46,2016-11-20 07:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,08:00:00,2016-11-20,62,0,08:00:00,32,6,46,2016-11-20 08:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,08:15:00,2016-11-20,56,0,08:15:00,33,6,46,2016-11-20 08:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,08:30:00,2016-11-20,67,0,08:30:00,34,6,46,2016-11-20 08:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,08:45:00,2016-11-20,62,0,08:45:00,35,6,46,2016-11-20 08:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,09:00:00,2016-11-20,65,0,09:00:00,36,6,46,2016-11-20 09:00:00,a001,True,53,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1285,09:15:00,2016-11-20,74,0,09:15:00,37,6,46,2016-11-20 09:15:00,a001,True,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1286,09:30:00,2016-11-20,79,0,09:30:00,38,6,46,2016-11-20 09:30:00,a001,True,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1287,09:45:00,2016-11-20,69,0,09:45:00,39,6,46,2016-11-20 09:45:00,a001,True,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1288,10:00:00,2016-11-20,67,0,10:00:00,40,6,46,2016-11-20 10:00:00,a001,True,0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1289,10:15:00,2016-11-20,69,0,10:15:00,41,6,46,2016-11-20 10:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1290,10:30:00,2016-11-20,64,0,10:30:00,42,6,46,2016-11-20 10:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1291,10:45:00,2016-11-20,65,0,10:45:00,43,6,46,2016-11-20 10:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1292,11:00:00,2016-11-20,66,0,11:00:00,44,6,46,2016-11-20 11:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1293,11:15:00,2016-11-20,66,0,11:15:00,45,6,46,2016-11-20 11:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1294,11:30:00,2016-11-20,80,0,11:30:00,46,6,46,2016-11-20 11:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1295,11:45:00,2016-11-20,79,0,11:45:00,47,6,46,2016-11-20 11:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1296,12:00:00,2016-11-20,77,0,12:00:00,48,6,46,2016-11-20 12:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1297,12:15:00,2016-11-20,71,0,12:15:00,49,6,46,2016-11-20 12:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1298,12:30:00,2016-11-20,77,0,12:30:00,50,6,46,2016-11-20 12:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1299,12:45:00,2016-11-20,84,0,12:45:00,51,6,46,2016-11-20 12:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1300,13:00:00,2016-11-20,76,0,13:00:00,52,6,46,2016-11-20 13:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1301,13:15:00,2016-11-20,70,0,13:15:00,53,6,46,2016-11-20 13:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1302,13:30:00,2016-11-20,68,0,13:30:00,54,6,46,2016-11-20 13:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1303,13:45:00,2016-11-20,69,0,13:45:00,55,6,46,2016-11-20 13:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1304,14:00:00,2016-11-20,65,0,14:00:00,56,6,46,2016-11-20 14:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1305,14:15:00,2016-11-20,61,0,14:15:00,57,6,46,2016-11-20 14:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1306,14:30:00,2016-11-20,63,0,14:30:00,58,6,46,2016-11-20 14:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1307,14:45:00,2016-11-20,58,0,14:45:00,59,6,46,2016-11-20 14:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1308,15:00:00,2016-11-20,59,0,15:00:00,60,6,46,2016-11-20 15:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1309,15:15:00,2016-11-20,58,0,15:15:00,61,6,46,2016-11-20 15:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1310,15:30:00,2016-11-20,60,0,15:30:00,62,6,46,2016-11-20 15:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1311,15:45:00,2016-11-20,61,0,15:45:00,63,6,46,2016-11-20 15:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1312,16:00:00,2016-11-20,62,0,16:00:00,64,6,46,2016-11-20 16:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1313,16:15:00,2016-11-20,57,0,16:15:00,65,6,46,2016-11-20 16:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1314,16:30:00,2016-11-20,55,0,16:30:00,66,6,46,2016-11-20 16:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1315,16:45:00,2016-11-20,55,0,16:45:00,67,6,46,2016-11-20 16:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1316,17:00:00,2016-11-20,58,0,17:00:00,68,6,46,2016-11-20 17:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1317,17:15:00,2016-11-20,56,0,17:15:00,69,6,46,2016-11-20 17:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1318,17:30:00,2016-11-20,62,0,17:30:00,70,6,46,2016-11-20 17:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1319,17:45:00,2016-11-20,93,0,17:45:00,71,6,46,2016-11-20 17:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1320,18:00:00,2016-11-20,91,0,18:00:00,72,6,46,2016-11-20 18:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1321,18:15:00,2016-11-20,82,0,18:15:00,73,6,46,2016-11-20 18:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1322,18:30:00,2016-11-20,82,0,18:30:00,74,6,46,2016-11-20 18:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1323,18:45:00,2016-11-20,69,0,18:45:00,75,6,46,2016-11-20 18:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1324,19:00:00,2016-11-20,65,0,19:00:00,76,6,46,2016-11-20 19:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1325,19:15:00,2016-11-20,61,0,19:15:00,77,6,46,2016-11-20 19:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1326,19:30:00,2016-11-20,59,0,19:30:00,78,6,46,2016-11-20 19:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1327,19:45:00,2016-11-20,66,0,19:45:00,79,6,46,2016-11-20 19:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1328,20:00:00,2016-11-20,71,0,20:00:00,80,6,46,2016-11-20 20:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1329,20:15:00,2016-11-20,66,0,20:15:00,81,6,46,2016-11-20 20:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1330,20:30:00,2016-11-20,77,0,20:30:00,82,6,46,2016-11-20 20:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1331,20:45:00,2016-11-20,75,0,20:45:00,83,6,46,2016-11-20 20:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1332,21:00:00,2016-11-20,66,0,21:00:00,84,6,46,2016-11-20 21:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1333,21:15:00,2016-11-20,63,0,21:15:00,85,6,46,2016-11-20 21:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1334,21:30:00,2016-11-20,66,0,21:30:00,86,6,46,2016-11-20 21:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1335,21:45:00,2016-11-20,64,0,21:45:00,87,6,46,2016-11-20 21:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1336,22:00:00,2016-11-20,63,0,22:00:00,88,6,46,2016-11-20 22:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1337,22:15:00,2016-11-20,66,0,22:15:00,89,6,46,2016-11-20 22:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1338,22:30:00,2016-11-20,0,0,22:30:00,90,6,46,2016-11-20 22:30:00,a001,False,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1339,22:45:00,2016-11-20,0,0,22:45:00,91,6,46,2016-11-20 22:45:00,a001,False,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1340,23:00:00,2016-11-20,0,0,23:00:00,92,6,46,2016-11-20 23:00:00,a001,False,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1341,23:15:00,2016-11-20,0,0,23:15:00,93,6,46,2016-11-20 23:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,23:30:00,2016-11-20,0,0,23:30:00,94,6,46,2016-11-20 23:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,23:45:00,2016-11-20,74,0,23:45:00,95,6,46,2016-11-20 23:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,00:00:00,2016-11-21,84,0,00:00:00,0,0,47,2016-11-21 00:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,00:15:00,2016-11-21,59,0,00:15:00,1,0,47,2016-11-21 00:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,00:30:00,2016-11-21,54,0,00:30:00,2,0,47,2016-11-21 00:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,00:45:00,2016-11-21,53,0,00:45:00,3,0,47,2016-11-21 00:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,01:00:00,2016-11-21,54,0,01:00:00,4,0,47,2016-11-21 01:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,01:15:00,2016-11-21,53,0,01:15:00,5,0,47,2016-11-21 01:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,01:30:00,2016-11-21,53,0,01:30:00,6,0,47,2016-11-21 01:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,01:45:00,2016-11-21,55,0,01:45:00,7,0,47,2016-11-21 01:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,02:00:00,2016-11-21,49,0,02:00:00,8,0,47,2016-11-21 02:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,02:15:00,2016-11-21,49,0,02:15:00,9,0,47,2016-11-21 02:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,02:30:00,2016-11-21,50,0,02:30:00,10,0,47,2016-11-21 02:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,02:45:00,2016-11-21,56,0,02:45:00,11,0,47,2016-11-21 02:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,03:00:00,2016-11-21,54,0,03:00:00,12,0,47,2016-11-21 03:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,03:15:00,2016-11-21,47,0,03:15:00,13,0,47,2016-11-21 03:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,03:30:00,2016-11-21,47,0,03:30:00,14,0,47,2016-11-21 03:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,03:45:00,2016-11-21,48,0,03:45:00,15,0,47,2016-11-21 03:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,04:00:00,2016-11-21,51,0,04:00:00,16,0,47,2016-11-21 04:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,04:15:00,2016-11-21,44,0,04:15:00,17,0,47,2016-11-21 04:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,04:30:00,2016-11-21,53,0,04:30:00,18,0,47,2016-11-21 04:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,04:45:00,2016-11-21,51,0,04:45:00,19,0,47,2016-11-21 04:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,05:00:00,2016-11-21,47,0,05:00:00,20,0,47,2016-11-21 05:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,05:15:00,2016-11-21,46,0,05:15:00,21,0,47,2016-11-21 05:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,05:30:00,2016-11-21,48,0,05:30:00,22,0,47,2016-11-21 05:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,05:45:00,2016-11-21,45,0,05:45:00,23,0,47,2016-11-21 05:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,06:00:00,2016-11-21,46,0,06:00:00,24,0,47,2016-11-21 06:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,06:15:00,2016-11-21,52,0,06:15:00,25,0,47,2016-11-21 06:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,06:30:00,2016-11-21,53,0,06:30:00,26,0,47,2016-11-21 06:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,06:45:00,2016-11-21,49,0,06:45:00,27,0,47,2016-11-21 06:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,07:00:00,2016-11-21,51,0,07:00:00,28,0,47,2016-11-21 07:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,07:15:00,2016-11-21,44,0,07:15:00,29,0,47,2016-11-21 07:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,07:30:00,2016-11-21,45,0,07:30:00,30,0,47,2016-11-21 07:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,07:45:00,2016-11-21,52,0,07:45:00,31,0,47,2016-11-21 07:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,08:00:00,2016-11-21,54,0,08:00:00,32,0,47,2016-11-21 08:00:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,08:15:00,2016-11-21,54,0,08:15:00,33,0,47,2016-11-21 08:15:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,08:30:00,2016-11-21,51,0,08:30:00,34,0,47,2016-11-21 08:30:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,08:45:00,2016-11-21,49,0,08:45:00,35,0,47,2016-11-21 08:45:00,a001,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,09:00:00,2016-11-21,58,0,09:00:00,36,0,47,2016-11-21 09:00:00,a001,True,26,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1381,09:15:00,2016-11-21,55,0,09:15:00,37,0,47,2016-11-21 09:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1382,09:30:00,2016-11-21,56,0,09:30:00,38,0,47,2016-11-21 09:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1383,09:45:00,2016-11-21,65,0,09:45:00,39,0,47,2016-11-21 09:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1384,10:00:00,2016-11-21,71,0,10:00:00,40,0,47,2016-11-21 10:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1385,10:15:00,2016-11-21,75,0,10:15:00,41,0,47,2016-11-21 10:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1386,10:30:00,2016-11-21,99,0,10:30:00,42,0,47,2016-11-21 10:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1387,10:45:00,2016-11-21,80,0,10:45:00,43,0,47,2016-11-21 10:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1388,11:00:00,2016-11-21,77,0,11:00:00,44,0,47,2016-11-21 11:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1389,11:15:00,2016-11-21,77,0,11:15:00,45,0,47,2016-11-21 11:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1390,11:30:00,2016-11-21,73,0,11:30:00,46,0,47,2016-11-21 11:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1391,11:45:00,2016-11-21,84,0,11:45:00,47,0,47,2016-11-21 11:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1392,12:00:00,2016-11-21,79,0,12:00:00,48,0,47,2016-11-21 12:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1393,12:15:00,2016-11-21,86,0,12:15:00,49,0,47,2016-11-21 12:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1394,12:30:00,2016-11-21,94,0,12:30:00,50,0,47,2016-11-21 12:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1395,12:45:00,2016-11-21,108,0,12:45:00,51,0,47,2016-11-21 12:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1396,13:00:00,2016-11-21,101,0,13:00:00,52,0,47,2016-11-21 13:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1397,13:15:00,2016-11-21,83,0,13:15:00,53,0,47,2016-11-21 13:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1398,13:30:00,2016-11-21,87,0,13:30:00,54,0,47,2016-11-21 13:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1399,13:45:00,2016-11-21,77,0,13:45:00,55,0,47,2016-11-21 13:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1400,14:00:00,2016-11-21,73,0,14:00:00,56,0,47,2016-11-21 14:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1401,14:15:00,2016-11-21,83,0,14:15:00,57,0,47,2016-11-21 14:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1402,14:30:00,2016-11-21,74,0,14:30:00,58,0,47,2016-11-21 14:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1403,14:45:00,2016-11-21,73,0,14:45:00,59,0,47,2016-11-21 14:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1404,15:00:00,2016-11-21,72,0,15:00:00,60,0,47,2016-11-21 15:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1405,15:15:00,2016-11-21,75,0,15:15:00,61,0,47,2016-11-21 15:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1406,15:30:00,2016-11-21,69,0,15:30:00,62,0,47,2016-11-21 15:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1407,15:45:00,2016-11-21,0,0,15:45:00,63,0,47,2016-11-21 15:45:00,a001,False,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1408,16:00:00,2016-11-21,70,0,16:00:00,64,0,47,2016-11-21 16:00:00,a001,True,28,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1409,16:15:00,2016-11-21,69,0,16:15:00,65,0,47,2016-11-21 16:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1410,16:30:00,2016-11-21,66,0,16:30:00,66,0,47,2016-11-21 16:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1411,16:45:00,2016-11-21,65,0,16:45:00,67,0,47,2016-11-21 16:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1412,17:00:00,2016-11-21,66,0,17:00:00,68,0,47,2016-11-21 17:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1413,17:15:00,2016-11-21,64,0,17:15:00,69,0,47,2016-11-21 17:15:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1414,17:30:00,2016-11-21,66,0,17:30:00,70,0,47,2016-11-21 17:30:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1415,17:45:00,2016-11-21,92,0,17:45:00,71,0,47,2016-11-21 17:45:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1416,18:00:00,2016-11-21,88,0,18:00:00,72,0,47,2016-11-21 18:00:00,a001,True,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
