time_of_day,date,heart,step,time,time_count,day_of_week,week,date_time,user_id
03:15:00,2016-11-17,48,0,03:15:00,13,3,46,2016-11-17 03:15:00,a001
03:30:00,2016-11-17,53,0,03:30:00,14,3,46,2016-11-17 03:30:00,a001
03:45:00,2016-11-17,51,0,03:45:00,15,3,46,2016-11-17 03:45:00,a001
04:00:00,2016-11-17,54,0,04:00:00,16,3,46,2016-11-17 04:00:00,a001
04:15:00,2016-11-17,53,0,04:15:00,17,3,46,2016-11-17 04:15:00,a001
04:30:00,2016-11-17,52,0,04:30:00,18,3,46,2016-11-17 04:30:00,a001
04:45:00,2016-11-17,50,0,04:45:00,19,3,46,2016-11-17 04:45:00,a001
05:00:00,2016-11-17,49,0,05:00:00,20,3,46,2016-11-17 05:00:00,a001
05:15:00,2016-11-17,50,0,05:15:00,21,3,46,2016-11-17 05:15:00,a001
05:30:00,2016-11-17,51,0,05:30:00,22,3,46,2016-11-17 05:30:00,a001
05:45:00,2016-11-17,52,0,05:45:00,23,3,46,2016-11-17 05:45:00,a001
06:00:00,2016-11-17,51,0,06:00:00,24,3,46,2016-11-17 06:00:00,a001
06:15:00,2016-11-17,50,0,06:15:00,25,3,46,2016-11-17 06:15:00,a001
06:30:00,2016-11-17,49,0,06:30:00,26,3,46,2016-11-17 06:30:00,a001
06:45:00,2016-11-17,50,0,06:45:00,27,3,46,2016-11-17 06:45:00,a001
07:00:00,2016-11-17,51,0,07:00:00,28,3,46,2016-11-17 07:00:00,a001
07:15:00,2016-11-17,56,0,07:15:00,29,3,46,2016-11-17 07:15:00,a001
07:30:00,2016-11-17,53,0,07:30:00,30,3,46,2016-11-17 07:30:00,a001
07:45:00,2016-11-17,58,0,07:45:00,31,3,46,2016-11-17 07:45:00,a001
08:00:00,2016-11-17,59,0,08:00:00,32,3,46,2016-11-17 08:00:00,a001
08:15:00,2016-11-17,57,0,08:15:00,33,3,46,2016-11-17 08:15:00,a001
08:30:00,2016-11-17,58,0,08:30:00,34,3,46,2016-11-17 08:30:00,a001
08:45:00,2016-11-17,58,0,08:45:00,35,3,46,2016-11-17 08:45:00,a001
09:00:00,2016-11-17,63,0,09:00:00,36,3,46,2016-11-17 09:00:00,a001
09:15:00,2016-11-17,83,0,09:15:00,37,3,46,2016-11-17 09:15:00,a001
09:30:00,2016-11-17,81,0,09:30:00,38,3,46,2016-11-17 09:30:00,a001
09:45:00,2016-11-17,65,0,09:45:00,39,3,46,2016-11-17 09:45:00,a001
10:00:00,2016-11-17,62,0,10:00:00,40,3,46,2016-11-17 10:00:00,a001
10:15:00,2016-11-17,68,0,10:15:00,41,3,46,2016-11-17 10:15:00,a001
10:30:00,2016-11-17,68,0,10:30:00,42,3,46,2016-11-17 10:30:00,a001
10:45:00,2016-11-17,66,0,10:45:00,43,3,46,2016-11-17 10:45:00,a001
11:00:00,2016-11-17,65,0,11:00:00,44,3,46,2016-11-17 11:00:00,a001
11:15:00,2016-11-17,66,0,11:15:00,45,3,46,2016-11-17 11:15:00,a001
11:30:00,2016-11-17,90,0,11:30:00,46,3,46,2016-11-17 11:30:00,a001
11:45:00,2016-11-17,76,0,11:45:00,47,3,46,2016-11-17 11:45:00,a001
12:00:00,2016-11-17,92,0,12:00:00,48,3,46,2016-11-17 12:00:00,a001
12:15:00,2016-11-17,95,0,12:15:00,49,3,46,2016-11-17 12:15:00,a001
12:30:00,2016-11-17,93,0,12:30:00,50,3,46,2016-11-17 12:30:00,a001
12:45:00,2016-11-17,75,0,12:45:00,51,3,46,2016-11-17 12:45:00,a001
13:00:00,2016-11-17,76,0,13:00:00,52,3,46,2016-11-17 13:00:00,a001
13:15:00,2016-11-17,85,0,13:15:00,53,3,46,2016-11-17 13:15:00,a001
13:30:00,2016-11-17,85,0,13:30:00,54,3,46,2016-11-17 13:30:00,a001
13:45:00,2016-11-17,68,0,13:45:00,55,3,46,2016-11-17 13:45:00,a001
14:00:00,2016-11-17,72,0,14:00:00,56,3,46,2016-11-17 14:00:00,a001
14:15:00,2016-11-17,71,0,14:15:00,57,3,46,2016-11-17 14:15:00,a001
14:30:00,2016-11-17,83,0,14:30:00,58,3,46,2016-11-17 14:30:00,a001
14:45:00,2016-11-17,75,0,14:45:00,59,3,46,2016-11-17 14:45:00,a001
15:00:00,2016-11-17,73,0,15:00:00,60,3,46,2016-11-17 15:00:00,a001
15:15:00,2016-11-17,68,0,15:15:00,61,3,46,2016-11-17 15:15:00,a001
15:30:00,2016-11-17,67,0,15:30:00,62,3,46,2016-11-17 15:30:00,a001
15:45:00,2016-11-17,69,0,15:45:00,63,3,46,2016-11-17 15:45:00,a001
16:00:00,2016-11-17,72,0,16:00:00,64,3,46,2016-11-17 16:00:00,a001
16:15:00,2016-11-17,72,0,16:15:00,65,3,46,2016-11-17 16:15:00,a001
16:30:00,2016-11-17,69,0,16:30:00,66,3,46,2016-11-17 16:30:00,a001
16:45:00,2016-11-17,69,0,16:45:00,67,3,46,2016-11-17 16:45:00,a001
17:00:00,2016-11-17,69,0,17:00:00,68,3,46,2016-11-17 17:00:00,a001
17:15:00,2016-11-17,71,0,17:15:00,69,3,46,2016-11-17 17:15:00,a001
17:30:00,2016-11-17,68,0,17:30:00,70,3,46,2016-11-17 17:30:00,a001
17:45:00,2016-11-17,65,0,17:45:00,71,3,46,2016-11-17 17:45:00,a001
18:00:00,2016-11-17,64,0,18:00:00,72,3,46,2016-11-17 18:00:00,a001
18:15:00,2016-11-17,62,0,18:15:00,73,3,46,2016-11-17 18:15:00,a001
18:30:00,2016-11-17,92,0,18:30:00,74,3,46,2016-11-17 18:30:00,a001
18:45:00,2016-11-17,75,0,18:45:00,75,3,46,2016-11-17 18:45:00,a001
19:00:00,2016-11-17,83,0,19:00:00,76,3,46,2016-11-17 19:00:00,a001
19:15:00,2016-11-17,73,0,19:15:00,77,3,46,2016-11-17 19:15:00,a001
19:30:00,2016-11-17,78,0,19:30:00,78,3,46,2016-11-17 19:30:00,a001
19:45:00,2016-11-17,77,0,19:45:00,79,3,46,2016-11-17 19:45:00,a001
20:00:00,2016-11-17,72,0,20:00:00,80,3,46,2016-11-17 20:00:00,a001
20:15:00,2016-11-17,69,0,20:15:00,81,3,46,2016-11-17 20:15:00,a001
20:30:00,2016-11-17,73,0,20:30:00,82,3,46,2016-11-17 20:30:00,a001
20:45:00,2016-11-17,103,0,20:45:00,83,3,46,2016-11-17 20:45:00,a001
21:00:00,2016-11-17,148,0,21:00:00,84,3,46,2016-11-17 21:00:00,a001
21:15:00,2016-11-17,116,0,21:15:00,85,3,46,2016-11-17 21:15:00,a001
21:30:00,2016-11-17,121,0,21:30:00,86,3,46,2016-11-17 21:30:00,a001
21:45:00,2016-11-17,112,0,21:45:00,87,3,46,2016-11-17 21:45:00,a001
22:00:00,2016-11-17,107,0,22:00:00,88,3,46,2016-11-17 22:00:00,a001
22:15:00,2016-11-17,90,0,22:15:00,89,3,46,2016-11-17 22:15:00,a001
22:30:00,2016-11-17,80,0,22:30:00,90,3,46,2016-11-17 22:30:00,a001
22:45:00,2016-11-17,84,0,22:45:00,91,3,46,2016-11-17 22:45:00,a001
23:00:00,2016-11-17,0,0,23:00:00,92,3,46,2016-11-17 23:00:00,a001
23:15:00,2016-11-17,0,0,23:15:00,93,3,46,2016-11-17 23:15:00,a001
23:30:00,2016-11-17,0,0,23:30:00,94,3,46,2016-11-17 23:30:00,a001
23:45:00,2016-11-17,0,0,23:45:00,95,3,46,2016-11-17 23:45:00,a001
00:00:00,2016-11-18,0,0,00:00:00,0,4,46,2016-11-18 00:00:00,a001
00:15:00,2016-11-18,0,0,00:15:00,1,4,46,2016-11-18 00:15:00,a001
00:30:00,2016-11-18,0,0,00:30:00,2,4,46,2016-11-18 00:30:00,a001
00:45:00,2016-11-18,0,0,00:45:00,3,4,46,2016-11-18 00:45:00,a001
01:00:00,2016-11-18,0,0,01:00:00,4,4,46,2016-11-18 01:00:00,a001
01:15:00,2016-11-18,0,0,01:15:00,5,4,46,2016-11-18 01:15:00,a001
01:30:00,2016-11-18,0,0,01:30:00,6,4,46,2016-11-18 01:30:00,a001
01:45:00,2016-11-18,0,0,01:45:00,7,4,46,2016-11-18 01:45:00,a001
02:00:00,2016-11-18,0,0,02:00:00,8,4,46,2016-11-18 02:00:00,a001
02:15:00,2016-11-18,0,0,02:15:00,9,4,46,2016-11-18 02:15:00,a001
02:30:00,2016-11-18,0,0,02:30:00,10,4,46,2016-11-18 02:30:00,a001
02:45:00,2016-11-18,0,0,02:45:00,11,4,46,2016-11-18 02:45:00,a001
03:00:00,2016-11-18,0,0,03:00:00,12,4,46,2016-11-18 03:00:00,a001
03:15:00,2016-11-18,0,0,03:15:00,13,4,46,2016-11-18 03:15:00,a001
03:30:00,2016-11-18,0,0,03:30:00,14,4,46,2016-11-18 03:30:00,a001
03:45:00,2016-11-18,0,0,03:45:00,15,4,46,2016-11-18 03:45:00,a001
04:00:00,2016-11-18,0,0,04:00:00,16,4,46,2016-11-18 04:00:00,a001
04:15:00,2016-11-18,0,0,04:15:00,17,4,46,2016-11-18 04:15:00,a001
04:30:00,2016-11-18,0,0,04:30:00,18,4,46,2016-11-18 04:30:00,a001
04:45:00,2016-11-18,0,0,04:45:00,19,4,46,2016-11-18 04:45:00,a001
05:00:00,2016-11-18,0,0,05:00:00,20,4,46,2016-11-18 05:00:00,a001
05:15:00,2016-11-18,0,0,05:15:00,21,4,46,2016-11-18 05:15:00,a001
05:30:00,2016-11-18,0,0,05:30:00,22,4,46,2016-11-18 05:30:00,a001
05:45:00,2016-11-18,0,0,05:45:00,23,4,46,2016-11-18 05:45:00,a001
06:00:00,2016-11-18,0,0,06:00:00,24,4,46,2016-11-18 06:00:00,a001
06:15:00,2016-11-18,0,0,06:15:00,25,4,46,2016-11-18 06:15:00,a001
06:30:00,2016-11-18,0,0,06:30:00,26,4,46,2016-11-18 06:30:00,a001
06:45:00,2016-11-18,0,0,06:45:00,27,4,46,2016-11-18 06:45:00,a001
07:00:00,2016-11-18,0,0,07:00:00,28,4,46,2016-11-18 07:00:00,a001
07:15:00,2016-11-18,0,0,07:15:00,29,4,46,2016-11-18 07:15:00,a001
07:30:00,2016-11-18,0,0,07:30:00,30,4,46,2016-11-18 07:30:00,a001
07:45:00,2016-11-18,81,0,07:45:00,31,4,46,2016-11-18 07:45:00,a001
08:00:00,2016-11-18,77,0,08:00:00,32,4,46,2016-11-18 08:00:00,a001
08:15:00,2016-11-18,99,0,08:15:00,33,4,46,2016-11-18 08:15:00,a001
08:30:00,2016-11-18,82,0,08:30:00,34,4,46,2016-11-18 08:30:00,a001
08:45:00,2016-11-18,72,0,08:45:00,35,4,46,2016-11-18 08:45:00,a001
09:00:00,2016-11-18,70,0,09:00:00,36,4,46,2016-11-18 09:00:00,a001
09:15:00,2016-11-18,82,0,09:15:00,37,4,46,2016-11-18 09:15:00,a001
09:30:00,2016-11-18,72,0,09:30:00,38,4,46,2016-11-18 09:30:00,a001
09:45:00,2016-11-18,76,0,09:45:00,39,4,46,2016-11-18 09:45:00,a001
10:00:00,2016-11-18,71,0,10:00:00,40,4,46,2016-11-18 10:00:00,a001
10:15:00,2016-11-18,71,0,10:15:00,41,4,46,2016-11-18 10:15:00,a001
10:30:00,2016-11-18,75,0,10:30:00,42,4,46,2016-11-18 10:30:00,a001
10:45:00,2016-11-18,68,0,10:45:00,43,4,46,2016-11-18 10:45:00,a001
11:00:00,2016-11-18,68,0,11:00:00,44,4,46,2016-11-18 11:00:00,a001
11:15:00,2016-11-18,62,0,11:15:00,45,4,46,2016-11-18 11:15:00,a001
11:30:00,2016-11-18,60,0,11:30:00,46,4,46,2016-11-18 11:30:00,a001
11:45:00,2016-11-18,60,0,11:45:00,47,4,46,2016-11-18 11:45:00,a001
12:00:00,2016-11-18,62,0,12:00:00,48,4,46,2016-11-18 12:00:00,a001
12:15:00,2016-11-18,85,0,12:15:00,49,4,46,2016-11-18 12:15:00,a001
12:30:00,2016-11-18,86,0,12:30:00,50,4,46,2016-11-18 12:30:00,a001
12:45:00,2016-11-18,85,0,12:45:00,51,4,46,2016-11-18 12:45:00,a001
13:00:00,2016-11-18,87,0,13:00:00,52,4,46,2016-11-18 13:00:00,a001
13:15:00,2016-11-18,89,0,13:15:00,53,4,46,2016-11-18 13:15:00,a001
13:30:00,2016-11-18,91,0,13:30:00,54,4,46,2016-11-18 13:30:00,a001
13:45:00,2016-11-18,85,0,13:45:00,55,4,46,2016-11-18 13:45:00,a001
14:00:00,2016-11-18,90,0,14:00:00,56,4,46,2016-11-18 14:00:00,a001
14:15:00,2016-11-18,74,0,14:15:00,57,4,46,2016-11-18 14:15:00,a001
14:30:00,2016-11-18,68,0,14:30:00,58,4,46,2016-11-18 14:30:00,a001
14:45:00,2016-11-18,70,0,14:45:00,59,4,46,2016-11-18 14:45:00,a001
15:00:00,2016-11-18,67,0,15:00:00,60,4,46,2016-11-18 15:00:00,a001
15:15:00,2016-11-18,75,0,15:15:00,61,4,46,2016-11-18 15:15:00,a001
15:30:00,2016-11-18,73,0,15:30:00,62,4,46,2016-11-18 15:30:00,a001
15:45:00,2016-11-18,72,0,15:45:00,63,4,46,2016-11-18 15:45:00,a001
16:00:00,2016-11-18,72,0,16:00:00,64,4,46,2016-11-18 16:00:00,a001
16:15:00,2016-11-18,72,0,16:15:00,65,4,46,2016-11-18 16:15:00,a001
16:30:00,2016-11-18,73,0,16:30:00,66,4,46,2016-11-18 16:30:00,a001
16:45:00,2016-11-18,74,0,16:45:00,67,4,46,2016-11-18 16:45:00,a001
17:00:00,2016-11-18,69,0,17:00:00,68,4,46,2016-11-18 17:00:00,a001
17:15:00,2016-11-18,68,0,17:15:00,69,4,46,2016-11-18 17:15:00,a001
17:30:00,2016-11-18,67,0,17:30:00,70,4,46,2016-11-18 17:30:00,a001
17:45:00,2016-11-18,68,0,17:45:00,71,4,46,2016-11-18 17:45:00,a001
18:00:00,2016-11-18,67,0,18:00:00,72,4,46,2016-11-18 18:00:00,a001
18:15:00,2016-11-18,66,0,18:15:00,73,4,46,2016-11-18 18:15:00,a001
18:30:00,2016-11-18,67,0,18:30:00,74,4,46,2016-11-18 18:30:00,a001
18:45:00,2016-11-18,70,0,18:45:00,75,4,46,2016-11-18 18:45:00,a001
19:00:00,2016-11-18,69,0,19:00:00,76,4,46,2016-11-18 19:00:00,a001
19:15:00,2016-11-18,71,0,19:15:00,77,4,46,2016-11-18 19:15:00,a001
19:30:00,2016-11-18,70,0,19:30:00,78,4,46,2016-11-18 19:30:00,a001
19:45:00,2016-11-18,67,0,19:45:00,79,4,46,2016-11-18 19:45:00,a001
20:00:00,2016-11-18,71,0,20:00:00,80,4,46,2016-11-18 20:00:00,a001
20:15:00,2016-11-18,70,0,20:15:00,81,4,46,2016-11-18 20:15:00,a001
20:30:00,2016-11-18,66,0,20:30:00,82,4,46,2016-11-18 20:30:00,a001
20:45:00,2016-11-18,69,0,20:45:00,83,4,46,2016-11-18 20:45:00,a001
21:00:00,2016-11-18,64,0,21:00:00,84,4,46,2016-11-18 21:00:00,a001
21:15:00,2016-11-18,67,0,21:15:00,85,4,46,2016-11-18 21:15:00,a001
21:30:00,2016-11-18,76,0,21:30:00,86,4,46,2016-11-18 21:30:00,a001
21:45:00,2016-11-18,67,0,21:45:00,87,4,46,2016-11-18 21:45:00,a001
22:00:00,2016-11-18,67,0,22:00:00,88,4,46,2016-11-18 22:00:00,a001
22:15:00,2016-11-18,63,0,22:15:00,89,4,46,2016-11-18 22:15:00,a001
22:30:00,2016-11-18,63,0,22:30:00,90,4,46,2016-11-18 22:30:00,a001
22:45:00,2016-11-18,61,0,22:45:00,91,4,46,2016-11-18 22:45:00,a001
23:00:00,2016-11-18,65,0,23:00:00,92,4,46,2016-11-18 23:00:00,a001
23:15:00,2016-11-18,65,0,23:15:00,93,4,46,2016-11-18 23:15:00,a001
23:30:00,2016-11-18,64,0,23:30:00,94,4,46,2016-11-18 23:30:00,a001
23:45:00,2016-11-18,64,0,23:45:00,95,4,46,2016-11-18 23:45:00,a001
00:00:00,2016-11-19,62,0,00:00:00,0,5,46,2016-11-19 00:00:00,a001
00:15:00,2016-11-19,73,0,00:15:00,1,5,46,2016-11-19 00:15:00,a001
00:30:00,2016-11-19,75,0,00:30:00,2,5,46,2016-11-19 00:30:00,a001
00:45:00,2016-11-19,55,0,00:45:00,3,5,46,2016-11-19 00:45:00,a001
01:00:00,2016-11-19,46,0,01:00:00,4,5,46,2016-11-19 01:00:00,a001
01:15:00,2016-11-19,46,0,01:15:00,5,5,46,2016-11-19 01:15:00,a001
01:30:00,2016-11-19,46,0,01:30:00,6,5,46,2016-11-19 01:30:00,a001
01:45:00,2016-11-19,50,0,01:45:00,7,5,46,2016-11-19 01:45:00,a001
02:00:00,2016-11-19,55,0,02:00:00,8,5,46,2016-11-19 02:00:00,a001
02:15:00,2016-11-19,53,0,02:15:00,9,5,46,2016-11-19 02:15:00,a001
02:30:00,2016-11-19,50,0,02:30:00,10,5,46,2016-11-19 02:30:00,a001
02:45:00,2016-11-19,48,0,02:45:00,11,5,46,2016-11-19 02:45:00,a001
03:00:00,2016-11-19,46,0,03:00:00,12,5,46,2016-11-19 03:00:00,a001
03:15:00,2016-11-19,47,0,03:15:00,13,5,46,2016-11-19 03:15:00,a001
03:30:00,2016-11-19,55,0,03:30:00,14,5,46,2016-11-19 03:30:00,a001
03:45:00,2016-11-19,53,0,03:45:00,15,5,46,2016-11-19 03:45:00,a001
04:00:00,2016-11-19,50,0,04:00:00,16,5,46,2016-11-19 04:00:00,a001
04:15:00,2016-11-19,47,0,04:15:00,17,5,46,2016-11-19 04:15:00,a001
04:30:00,2016-11-19,50,0,04:30:00,18,5,46,2016-11-19 04:30:00,a001
04:45:00,2016-11-19,51,0,04:45:00,19,5,46,2016-11-19 04:45:00,a001
05:00:00,2016-11-19,57,0,05:00:00,20,5,46,2016-11-19 05:00:00,a001
05:15:00,2016-11-19,55,0,05:15:00,21,5,46,2016-11-19 05:15:00,a001
05:30:00,2016-11-19,53,0,05:30:00,22,5,46,2016-11-19 05:30:00,a001
05:45:00,2016-11-19,46,0,05:45:00,23,5,46,2016-11-19 05:45:00,a001
06:00:00,2016-11-19,46,0,06:00:00,24,5,46,2016-11-19 06:00:00,a001
06:15:00,2016-11-19,49,0,06:15:00,25,5,46,2016-11-19 06:15:00,a001
06:30:00,2016-11-19,52,0,06:30:00,26,5,46,2016-11-19 06:30:00,a001
06:45:00,2016-11-19,52,0,06:45:00,27,5,46,2016-11-19 06:45:00,a001
07:00:00,2016-11-19,56,0,07:00:00,28,5,46,2016-11-19 07:00:00,a001
07:15:00,2016-11-19,52,0,07:15:00,29,5,46,2016-11-19 07:15:00,a001
07:30:00,2016-11-19,61,0,07:30:00,30,5,46,2016-11-19 07:30:00,a001
07:45:00,2016-11-19,56,0,07:45:00,31,5,46,2016-11-19 07:45:00,a001
08:00:00,2016-11-19,63,0,08:00:00,32,5,46,2016-11-19 08:00:00,a001
08:15:00,2016-11-19,58,0,08:15:00,33,5,46,2016-11-19 08:15:00,a001
08:30:00,2016-11-19,56,0,08:30:00,34,5,46,2016-11-19 08:30:00,a001
08:45:00,2016-11-19,61,0,08:45:00,35,5,46,2016-11-19 08:45:00,a001
09:00:00,2016-11-19,92,0,09:00:00,36,5,46,2016-11-19 09:00:00,a001
09:15:00,2016-11-19,84,0,09:15:00,37,5,46,2016-11-19 09:15:00,a001
09:30:00,2016-11-19,100,0,09:30:00,38,5,46,2016-11-19 09:30:00,a001
09:45:00,2016-11-19,77,0,09:45:00,39,5,46,2016-11-19 09:45:00,a001
10:00:00,2016-11-19,80,0,10:00:00,40,5,46,2016-11-19 10:00:00,a001
10:15:00,2016-11-19,98,0,10:15:00,41,5,46,2016-11-19 10:15:00,a001
10:30:00,2016-11-19,90,0,10:30:00,42,5,46,2016-11-19 10:30:00,a001
10:45:00,2016-11-19,71,0,10:45:00,43,5,46,2016-11-19 10:45:00,a001
11:00:00,2016-11-19,69,0,11:00:00,44,5,46,2016-11-19 11:00:00,a001
11:15:00,2016-11-19,68,0,11:15:00,45,5,46,2016-11-19 11:15:00,a001
11:30:00,2016-11-19,65,0,11:30:00,46,5,46,2016-11-19 11:30:00,a001
11:45:00,2016-11-19,64,0,11:45:00,47,5,46,2016-11-19 11:45:00,a001
12:00:00,2016-11-19,61,0,12:00:00,48,5,46,2016-11-19 12:00:00,a001
12:15:00,2016-11-19,61,0,12:15:00,49,5,46,2016-11-19 12:15:00,a001
12:30:00,2016-11-19,62,0,12:30:00,50,5,46,2016-11-19 12:30:00,a001
12:45:00,2016-11-19,64,0,12:45:00,51,5,46,2016-11-19 12:45:00,a001
13:00:00,2016-11-19,74,0,13:00:00,52,5,46,2016-11-19 13:00:00,a001
13:15:00,2016-11-19,70,0,13:15:00,53,5,46,2016-11-19 13:15:00,a001
13:30:00,2016-11-19,68,0,13:30:00,54,5,46,2016-11-19 13:30:00,a001
13:45:00,2016-11-19,70,0,13:45:00,55,5,46,2016-11-19 13:45:00,a001
14:00:00,2016-11-19,71,0,14:00:00,56,5,46,2016-11-19 14:00:00,a001
14:15:00,2016-11-19,66,0,14:15:00,57,5,46,2016-11-19 14:15:00,a001
14:30:00,2016-11-19,65,0,14:30:00,58,5,46,2016-11-19 14:30:00,a001
14:45:00,2016-11-19,65,0,14:45:00,59,5,46,2016-11-19 14:45:00,a001
15:00:00,2016-11-19,64,0,15:00:00,60,5,46,2016-11-19 15:00:00,a001
15:15:00,2016-11-19,67,0,15:15:00,61,5,46,2016-11-19 15:15:00,a001
15:30:00,2016-11-19,63,0,15:30:00,62,5,46,2016-11-19 15:30:00,a001
15:45:00,2016-11-19,66,0,15:45:00,63,5,46,2016-11-19 15:45:00,a001
16:00:00,2016-11-19,64,0,16:00:00,64,5,46,2016-11-19 16:00:00,a001
16:15:00,2016-11-19,64,0,16:15:00,65,5,46,2016-11-19 16:15:00,a001
16:30:00,2016-11-19,66,0,16:30:00,66,5,46,2016-11-19 16:30:00,a001
16:45:00,2016-11-19,65,0,16:45:00,67,5,46,2016-11-19 16:45:00,a001
17:00:00,2016-11-19,90,0,17:00:00,68,5,46,2016-11-19 17:00:00,a001
17:15:00,2016-11-19,75,0,17:15:00,69,5,46,2016-11-19 17:15:00,a001
17:30:00,2016-11-19,75,0,17:30:00,70,5,46,2016-11-19 17:30:00,a001
17:45:00,2016-11-19,70,0,17:45:00,71,5,46,2016-11-19 17:45:00,a001
18:00:00,2016-11-19,69,0,18:00:00,72,5,46,2016-11-19 18:00:00,a001
18:15:00,2016-11-19,58,0,18:15:00,73,5,46,2016-11-19 18:15:00,a001
18:30:00,2016-11-19,69,0,18:30:00,74,5,46,2016-11-19 18:30:00,a001
18:45:00,2016-11-19,68,0,18:45:00,75,5,46,2016-11-19 18:45:00,a001
19:00:00,2016-11-19,69,0,19:00:00,76,5,46,2016-11-19 19:00:00,a001
19:15:00,2016-11-19,69,0,19:15:00,77,5,46,2016-11-19 19:15:00,a001
19:30:00,2016-11-19,68,0,19:30:00,78,5,46,2016-11-19 19:30:00,a001
19:45:00,2016-11-19,68,0,19:45:00,79,5,46,2016-11-19 19:45:00,a001
20:00:00,2016-11-19,77,0,20:00:00,80,5,46,2016-11-19 20:00:00,a001
20:15:00,2016-11-19,77,0,20:15:00,81,5,46,2016-11-19 20:15:00,a001
20:30:00,2016-11-19,73,0,20:30:00,82,5,46,2016-11-19 20:30:00,a001
20:45:00,2016-11-19,73,0,20:45:00,83,5,46,2016-11-19 20:45:00,a001
21:00:00,2016-11-19,71,0,21:00:00,84,5,46,2016-11-19 21:00:00,a001
21:15:00,2016-11-19,70,0,21:15:00,85,5,46,2016-11-19 21:15:00,a001
21:30:00,2016-11-19,71,0,21:30:00,86,5,46,2016-11-19 21:30:00,a001
21:45:00,2016-11-19,71,0,21:45:00,87,5,46,2016-11-19 21:45:00,a001
22:00:00,2016-11-19,68,0,22:00:00,88,5,46,2016-11-19 22:00:00,a001
22:15:00,2016-11-19,65,0,22:15:00,89,5,46,2016-11-19 22:15:00,a001
22:30:00,2016-11-19,66,0,22:30:00,90,5,46,2016-11-19 22:30:00,a001
22:45:00,2016-11-19,67,0,22:45:00,91,5,46,2016-11-19 22:45:00,a001
23:00:00,2016-11-19,77,0,23:00:00,92,5,46,2016-11-19 23:00:00,a001
23:15:00,2016-11-19,117,0,23:15:00,93,5,46,2016-11-19 23:15:00,a001
23:30:00,2016-11-19,76,0,23:30:00,94,5,46,2016-11-19 23:30:00,a001
23:45:00,2016-11-19,61,0,23:45:00,95,5,46,2016-11-19 23:45:00,a001
00:00:00,2016-11-20,60,0,00:00:00,0,6,46,2016-11-20 00:00:00,a001
00:15:00,2016-11-20,64,0,00:15:00,1,6,46,2016-11-20 00:15:00,a001
00:30:00,2016-11-20,60,0,00:30:00,2,6,46,2016-11-20 00:30:00,a001
00:45:00,2016-11-20,58,0,00:45:00,3,6,46,2016-11-20 00:45:00,a001
01:00:00,2016-11-20,64,0,01:00:00,4,6,46,2016-11-20 01:00:00,a001
01:15:00,2016-11-20,53,0,01:15:00,5,6,46,2016-11-20 01:15:00,a001
01:30:00,2016-11-20,51,0,01:30:00,6,6,46,2016-11-20 01:30:00,a001
01:45:00,2016-11-20,51,0,01:45:00,7,6,46,2016-11-20 01:45:00,a001
02:00:00,2016-11-20,54,0,02:00:00,8,6,46,2016-11-20 02:00:00,a001
02:15:00,2016-11-20,56,0,02:15:00,9,6,46,2016-11-20 02:15:00,a001
02:30:00,2016-11-20,53,0,02:30:00,10,6,46,2016-11-20 02:30:00,a001
02:45:00,2016-11-20,48,0,02:45:00,11,6,46,2016-11-20 02:45:00,a001
03:00:00,2016-11-20,46,0,03:00:00,12,6,46,2016-11-20 03:00:00,a001
03:15:00,2016-11-20,45,0,03:15:00,13,6,46,2016-11-20 03:15:00,a001
03:30:00,2016-11-20,54,0,03:30:00,14,6,46,2016-11-20 03:30:00,a001
03:45:00,2016-11-20,51,0,03:45:00,15,6,46,2016-11-20 03:45:00,a001
04:00:00,2016-11-20,48,0,04:00:00,16,6,46,2016-11-20 04:00:00,a001
04:15:00,2016-11-20,45,0,04:15:00,17,6,46,2016-11-20 04:15:00,a001
04:30:00,2016-11-20,45,0,04:30:00,18,6,46,2016-11-20 04:30:00,a001
04:45:00,2016-11-20,43,0,04:45:00,19,6,46,2016-11-20 04:45:00,a001
05:00:00,2016-11-20,43,0,05:00:00,20,6,46,2016-11-20 05:00:00,a001
05:15:00,2016-11-20,51,0,05:15:00,21,6,46,2016-11-20 05:15:00,a001
05:30:00,2016-11-20,55,0,05:30:00,22,6,46,2016-11-20 05:30:00,a001
05:45:00,2016-11-20,48,0,05:45:00,23,6,46,2016-11-20 05:45:00,a001
06:00:00,2016-11-20,48,0,06:00:00,24,6,46,2016-11-20 06:00:00,a001
06:15:00,2016-11-20,44,0,06:15:00,25,6,46,2016-11-20 06:15:00,a001
06:30:00,2016-11-20,51,0,06:30:00,26,6,46,2016-11-20 06:30:00,a001
06:45:00,2016-11-20,46,0,06:45:00,27,6,46,2016-11-20 06:45:00,a001
07:00:00,2016-11-20,53,0,07:00:00,28,6,46,2016-11-20 07:00:00,a001
07:15:00,2016-11-20,57,0,07:15:00,29,6,46,2016-11-20 07:15:00,a001
07:30:00,2016-11-20,54,0,07:30:00,30,6,46,2016-11-20 07:30:00,a001
07:45:00,2016-11-20,55,0,07:45:00,31,6,46,2016-11-20 07:45:00,a001
08:00:00,2016-11-20,62,0,08:00:00,32,6,46,2016-11-20 08:00:00,a001
08:15:00,2016-11-20,56,0,08:15:00,33,6,46,2016-11-20 08:15:00,a001
08:30:00,2016-11-20,67,0,08:30:00,34,6,46,2016-11-20 08:30:00,a001
